Folsom Temperature Profiles (2001-2021) - All Sites,,,
JDAY,Depth,Temp,Seg
2772.51,39.65,9.44,105
2772.51,41.21,9.33,105
2772.51,42.73,9.22,105
2772.51,44.23,9.17,105
2772.51,45.78,9.11,105
2772.51,50.32,8.94,105
2772.51,51.85,8.89,105
2772.51,52.4,8.89,105
2793.5,0.37,24.11,105
2793.5,1.52,23.94,105
2793.5,6.1,23.5,105
2793.5,7.74,23.39,105
2793.5,9.27,23.06,105
2793.5,10.82,22.78,105
2793.5,12.44,21.94,105
2793.5,13.75,21.5,105
2793.5,15.42,20.61,105
2793.5,17.04,19.83,105
2793.5,18.29,19.22,105
2793.5,19.87,18.78,105
2793.5,21.55,18,105
2793.51,24.6,14.44,105
2793.51,26.09,13.33,105
2793.51,27.61,11.94,105
2793.51,28.96,11.44,105
2793.51,30.72,11,105
2793.51,32.06,10.61,105
2793.51,33.53,10.11,105
2793.51,35.2,10.06,105
2793.51,36.58,9.78,105
2793.51,39.84,9.5,105
2793.51,42.85,9.28,105
2793.51,44.47,9.22,105
2793.51,45.9,9.17,105
2793.51,48.83,9.11,105
2806.5,0.4,25.22,105
2806.5,1.65,24.94,105
2806.5,3.17,24.83,105
2806.5,4.57,24.72,105
2806.5,6.19,24.67,105
2806.5,7.62,24.67,105
2806.5,9.42,23.94,105
2806.5,10.67,22.44,105
2806.5,12.19,22,105
2806.5,13.9,21.33,105
2806.5,15.42,21.17,105
2806.5,16.76,20.83,105
2806.5,18.53,20.11,105
2806.5,19.81,19.67,105
2806.5,21.43,19.33,105
2806.51,22.86,18.78,105
2806.51,26.09,17.33,105
2806.51,27.65,14.72,105
2806.51,30.48,11.61,105
2806.51,32,10.94,105
2806.51,33.8,10.39,105
2806.51,35.05,10.06,105
2806.51,36.73,9.83,105
2806.51,38.19,9.56,105
2806.51,39.72,9.39,105
2806.51,42.73,9.28,105
2806.51,45.93,9.11,105
2831.5,0.3,20.56,105
2831.5,1.65,20.56,105
2831.5,3.05,19.89,105
2831.5,4.66,19.83,105
2831.5,6.19,19.78,105
2831.5,7.62,19.72,105
2831.5,9.33,19.67,105
2831.5,10.79,19.67,105
2831.5,12.25,19.67,105
2831.5,15.45,19.67,105
2831.5,18.23,19.61,105
2831.5,19.81,19.61,105
2831.5,22.86,18.89,105
2831.51,24.38,18.67,105
2831.51,26.12,18.56,105
2831.51,27.43,18.11,105
2831.51,29.23,17.67,105
2831.51,32,14.44,105
2831.51,33.62,11.56,105
2831.51,35.3,10.39,105
2831.51,38.22,9.89,105
2831.51,39.72,9.72,105
2831.51,41.03,9.56,105
2831.51,42.67,9.44,105
2831.51,45.57,9.33,105
2845.5,0.37,18.56,105
2845.5,1.52,18.56,105
2845.5,3.2,18.33,105
2845.5,4.6,18.28,105
2845.5,6.37,18.28,105
2845.5,7.86,18.28,105
2845.5,9.24,18.22,105
2845.5,10.88,18.22,105
2845.5,12.13,18.22,105
2845.5,13.78,18.17,105
2845.5,15.24,18.17,105
2845.5,16.76,18.17,105
2845.5,18.38,18.11,105
2845.5,19.99,18.11,105
2845.51,23.04,17.56,105
2845.51,24.51,17.33,105
2845.51,26.06,16.94,105
2845.51,27.71,16.44,105
2845.51,28.96,16.11,105
2845.51,30.72,15.56,105
2845.51,32.16,14.78,105
2845.51,33.53,11.5,105
2845.51,36.58,10.11,105
2845.51,38.34,9.94,105
2845.51,39.81,9.83,105
2861.5,0.37,18.28,105
2861.5,1.55,17.61,105
2861.5,3.32,17.39,105
2861.5,4.72,17.33,105
2861.5,6.25,17.28,105
2861.5,7.68,17.22,105
2861.5,9.27,17.22,105
2861.5,10.82,17.22,105
2861.5,12.19,17.22,105
2861.5,13.9,17.22,105
2861.5,15.39,17.22,105
2861.5,16.89,17.17,105
2861.5,18.32,17.17,105
2861.5,19.93,16.67,105
2861.5,21.43,16.56,105
2861.51,22.98,16.11,105
2861.51,24.57,15.78,105
2861.51,25.94,15.5,105
2861.51,27.46,15.17,105
2861.51,28.93,14.94,105
2861.51,30.75,14.61,105
2861.51,32.1,13.61,105
2861.51,33.53,11.33,105
2861.51,35.05,10.5,105
2861.51,39.53,9.83,105
2861.51,42.92,9.67,105
2861.51,44.04,9.56,105
2876.5,0.4,16.72,105
2876.5,1.58,16.28,105
2876.5,3.11,16.17,105
2876.5,4.57,16.11,105
2876.5,6.1,16.11,105
2876.5,7.86,16.06,105
2876.5,9.3,16.06,105
2876.5,10.67,16.06,105
2876.5,12.44,15.94,105
2876.5,13.81,15.94,105
2876.5,15.27,15.89,105
2876.5,16.55,15.83,105
2876.5,18.44,15.78,105
2876.5,19.87,15.5,105
2876.5,21.24,15.22,105
2876.51,22.92,15.06,105
2876.51,24.51,14.94,105
2876.51,26.09,14.67,105
2876.51,27.52,14.39,105
2876.51,29.08,14.17,105
2876.51,30.57,13.94,105
2876.51,32.06,13.72,105
2876.51,33.53,13.22,105
2876.51,35.54,11.72,105
2876.51,36.58,10.89,105
2876.51,38.37,10.22,105
2876.51,39.81,10.06,105
2876.51,42.73,9.72,105
2890.5,0.37,14.28,105
2890.5,1.62,14.06,105
2890.5,3.05,13.94,105
2890.5,4.63,13.94,105
2890.5,6.34,13.94,105
2890.5,7.74,13.89,105
2890.5,10.82,13.89,105
2890.5,12.16,13.89,105
2890.5,13.72,13.89,105
2890.5,15.09,13.89,105
2890.5,16.76,13.89,105
2890.5,18.32,13.89,105
2890.5,19.81,13.89,105
2890.5,21.34,13.83,105
2890.51,22.98,13.83,105
2890.51,24.51,13.78,105
2890.51,25.97,13.78,105
2890.51,27.22,13.78,105
2890.51,29.05,13.72,105
2890.51,32,12.83,105
2890.51,33.62,12.72,105
2890.51,35.27,12.44,105
2890.51,36.82,12.39,105
2890.51,38.37,12.22,105
2890.51,39.62,11.94,105
2890.51,41.97,10.5,105
2929.5,0.03,8.89,105
2929.5,1.65,8.83,105
2929.5,3.23,8.78,105
2929.5,4.72,8.78,105
2929.5,6.07,8.78,105
2929.5,7.65,8.78,105
2929.5,9.3,8.78,105
2929.5,10.67,8.72,105
2929.5,12.34,8.72,105
2929.5,13.9,8.72,105
2929.5,15.3,8.72,105
2929.5,16.98,8.72,105
2929.5,18.38,8.72,105
2929.5,20.03,8.72,105
2929.5,21.52,8.67,105
2929.51,23.1,8.61,105
2929.51,24.26,8.39,105
2929.51,24.54,8.22,105
2929.51,25.91,8.17,105
2929.51,27.43,8.11,105
2929.51,29.2,8.06,105
2929.51,30.6,7.94,105
2929.51,32.19,7.67,105
2929.51,35.08,7.5,105
2929.51,36.58,7.5,105
2929.51,38.1,7.44,105
2929.51,39.75,7.44,105
2929.51,41.15,7.44,105
2957.5,0.34,7.67,105
2957.5,1.8,7.67,105
2957.5,4.79,7.56,105
2957.5,6.25,7.56,105
2957.5,7.44,7.56,105
2957.5,9.39,7.56,105
2957.5,10.76,7.56,105
2957.5,12.19,7.56,105
2957.5,13.84,7.56,105
2957.5,15.12,7.5,105
2957.5,16.95,7.5,105
2957.5,18.5,7.5,105
2957.5,19.9,7.5,105
2957.5,21.34,7.5,105
2957.5,23.01,7.5,105
2957.51,24.38,7.5,105
2957.51,26.15,7.5,105
2957.51,27.49,7.5,105
2957.51,28.99,7.5,105
2957.51,30.72,7.5,105
2957.51,32.13,7.5,105
2957.51,33.56,7.5,105
2957.51,35.23,7.5,105
2957.51,36.36,7.5,105
2957.51,38.1,7.5,105
2957.51,40.14,7.5,105
2957.51,44.23,7.39,105
2985.5,0.15,9.67,105
2985.5,1.49,9.56,105
2985.5,3.17,9.17,105
2985.5,4.57,9.17,105
2985.5,6.13,9.11,105
2985.5,7.71,9.11,105
2985.5,9.2,9.11,105
2985.5,10.73,9.11,105
2985.5,12.31,9.11,105
2985.5,13.84,9.11,105
2985.5,15.33,9.11,105
2985.5,16.82,9.11,105
2985.5,18.38,9.06,105
2985.5,19.84,9.06,105
2985.51,22.89,8.17,105
2985.51,24.44,7.67,105
2985.51,25.94,7.56,105
2985.51,27.49,7.44,105
2985.51,28.96,7.44,105
2985.51,30.54,7.39,105
2985.51,32.06,7.33,105
2985.51,33.53,7.33,105
2985.51,35.02,7.33,105
2985.51,36.55,7.33,105
2985.51,37.61,7.33,105
3034.5,0,14.56,105
3034.5,1.52,14.5,105
3034.5,3.05,14.39,105
3034.5,5,14.33,105
3034.5,6.4,14.28,105
3034.5,7.62,14.22,105
3034.5,9.14,14.22,105
3034.5,12.19,12.17,105
3034.5,13.93,11.44,105
3034.5,15.82,11.22,105
3034.5,16.73,11.17,105
3034.5,18.5,10.78,105
3034.5,19.81,10.56,105
3034.5,21.34,10.39,105
3034.51,23.07,10.28,105
3034.51,24.48,10.11,105
3034.51,26.37,9.94,105
3034.51,27.43,9.72,105
3034.51,30.69,9.33,105
3034.51,32,9.11,105
3034.51,33.89,8.83,105
3034.51,35.11,8.72,105
3034.51,36.58,8.56,105
3034.51,38.1,8.5,105
3034.51,39.65,8.44,105
3034.51,41.15,8.33,105
3034.51,42.61,8.33,105
3034.51,44.2,8.22,105
3034.51,45.72,8.17,105
3034.51,47.46,8.17,105
3034.51,48.74,8.11,105
3034.51,50.29,8.06,105
3034.51,51.85,8.06,105
3034.51,53.58,8.06,105
3034.51,55.02,8.06,105
3034.51,56.42,8,105
3034.51,58.09,7.94,105
3034.51,59.44,7.94,105
3034.51,60.93,7.94,105
3058.5,0.24,19.94,105
3058.5,1.58,19.72,105
3058.5,3.17,19.61,105
3058.5,4.51,19.44,105
3058.5,6.16,19.17,105
3058.5,7.74,18.22,105
3058.5,9.17,14.94,105
3058.5,10.79,14.17,105
3058.5,12.22,13.83,105
3058.5,13.81,13.56,105
3058.5,15.42,13.06,105
3058.5,16.7,12.67,105
3058.5,18.35,12.22,105
3058.5,19.81,11.78,105
3058.5,21.37,11.44,105
3058.51,22.92,11.22,105
3058.51,24.51,11,105
3058.51,25.94,10.83,105
3058.51,27.49,10.61,105
3058.51,29.05,10.44,105
3058.51,30.57,10.28,105
3058.51,32.1,10.11,105
3058.51,33.65,10,105
3058.51,35.14,9.83,105
3058.51,36.7,9.67,105
3058.51,38.19,9.28,105
3058.51,39.87,9.11,105
3058.51,41.21,9.06,105
3058.51,42.7,8.94,105
3058.51,44.35,8.83,105
3058.51,45.75,8.78,105
3058.51,47.34,8.72,105
3058.51,48.74,8.72,105
3058.51,50.29,8.67,105
3058.51,51.82,8.61,105
3058.51,53.43,8.56,105
3058.51,54.86,8.5,105
3058.51,56.48,8.44,105
3058.51,58,8.44,105
3058.51,59.59,8.39,105
3058.51,60.96,8.39,105
3058.51,62.54,8.39,105
3058.51,64.13,8.33,105
3058.51,65.01,8.33,105
3070.5,0.15,18.61,105
3070.5,1.52,18.44,105
3070.5,3.14,18.39,105
3070.5,4.6,18.33,105
3070.5,6.25,18.33,105
3070.5,7.71,18.06,105
3070.5,9.17,17.89,105
3070.5,10.76,17.78,105
3070.5,12.28,16.78,105
3070.5,13.78,15.56,105
3070.5,15.15,14.5,105
3070.5,16.89,13.44,105
3070.5,18.41,12.72,105
3070.5,19.93,12.33,105
3070.5,21.4,12,105
3070.51,22.83,11.83,105
3070.51,24.54,11.5,105
3070.51,26,11.17,105
3070.51,27.46,10.94,105
3070.51,29.08,10.78,105
3070.51,30.54,10.56,105
3070.51,32.06,10.33,105
3070.51,33.47,10.17,105
3070.51,35.17,10,105
3070.51,38.16,9.67,105
3070.51,39.81,9.5,105
3070.51,41.24,9.39,105
3070.51,44.38,9.17,105
3070.51,45.87,9.11,105
3070.51,48.8,8.94,105
3070.51,50.35,8.89,105
3070.51,53.43,8.78,105
3070.51,54.89,8.72,105
3070.51,57.91,8.67,105
3070.51,61.08,8.61,105
3070.51,62.51,8.56,105
3070.51,64.04,8.56,105
3070.51,65.65,8.56,105
3070.52,66.29,8.56,105
3083.5,0.43,22,105
3083.5,1.58,21.06,105
3083.5,3.08,20.89,105
3083.5,4.54,20.72,105
3083.5,6.16,20.5,105
3083.5,7.68,20.39,105
3083.5,9.17,20.22,105
3083.5,10.82,18.78,105
3083.5,12.37,17.39,105
3083.5,13.78,16.89,105
3083.5,15.3,15.83,105
3083.5,16.82,14.83,105
3083.5,18.35,13.94,105
3083.5,19.96,13.11,105
3083.5,21.43,12.72,105
3083.51,22.89,12.28,105
3083.51,24.44,12,105
3083.51,25.97,11.56,105
3083.51,27.46,11.22,105
3083.51,29.05,10.94,105
3083.51,30.57,10.83,105
3083.51,31.97,10.67,105
3083.51,33.65,10.44,105
3083.51,34.99,10.28,105
3083.51,36.73,10.06,105
3083.51,39.78,9.72,105
3083.51,41.15,9.67,105
3083.51,42.82,9.44,105
3083.51,44.32,9.33,105
3083.51,47.4,9.17,105
3083.51,50.29,9.06,105
3083.51,51.94,9,105
3083.51,53.43,8.94,105
3083.51,54.92,8.89,105
3083.51,56.39,8.89,105
3083.51,57.82,8.83,105
3083.51,59.5,8.78,105
3083.51,61.08,8.72,105
3083.51,62.67,8.67,105
3083.51,64.1,8.67,105
3083.51,65.29,8.67,105
3098.5,0.27,23.61,105
3098.5,1.55,23.5,105
3098.5,3.08,23.22,105
3098.5,4.63,23.11,105
3098.5,6.22,22.94,105
3098.5,7.68,22.94,105
3098.5,9.17,21.33,105
3098.5,10.73,20.17,105
3098.5,12.16,19.78,105
3098.5,13.81,18.89,105
3098.5,15.36,17.67,105
3098.5,16.82,16.06,105
3098.5,19.84,13.89,105
3098.5,21.37,13.22,105
3098.51,22.89,12.67,105
3098.51,24.38,12.28,105
3098.51,26,11.89,105
3098.51,27.46,11.56,105
3098.51,29.05,11.33,105
3098.51,30.51,11.11,105
3098.51,32.06,10.83,105
3098.51,33.59,10.61,105
3098.51,36.67,10.06,105
3098.51,39.59,9.61,105
3098.51,42.7,9.33,105
3098.51,44.26,9.22,105
3098.51,45.87,9.17,105
3098.51,47.27,9.11,105
3098.51,48.89,9.06,105
3098.51,50.41,9,105
3098.51,51.82,8.94,105
3098.51,54.99,8.83,105
3098.51,56.45,8.83,105
3098.51,57.94,8.83,105
3098.51,59.47,8.83,105
3098.51,60.99,8.78,105
3098.51,62.48,8.78,105
3112.5,0.12,27.17,105
3112.5,1.49,26.5,105
3112.5,3.14,26.06,105
3112.5,6.1,24.06,105
3112.5,6.16,23.83,105
3112.5,7.62,23.11,105
3112.5,9.6,21.89,105
3112.5,10.85,20.89,105
3112.5,12.31,20.22,105
3112.5,13.81,19.67,105
3112.5,15.27,18.94,105
3112.5,16.73,17.39,105
3112.5,18.26,16.06,105
3112.5,19.87,14.89,105
3112.5,21.37,14.11,105
3112.51,22.95,13.33,105
3112.51,25.27,12.78,105
3112.51,26.18,12.17,105
3112.51,27.68,11.67,105
3112.51,29.14,11.22,105
3112.51,30.48,10.83,105
3112.51,31.97,10.56,105
3112.51,35.05,10.11,105
3112.51,36.24,9.83,105
3112.51,36.55,9.78,105
3112.51,38.13,9.61,105
3112.51,42.7,9.22,105
3112.51,44.32,9.17,105
3112.51,47.67,9.06,105
3112.51,49.19,9.06,105
3112.51,50.38,9,105
3112.51,53.34,8.94,105
3112.51,54.96,8.94,105
3112.51,56.6,8.94,105
3112.51,58.28,8.89,105
3112.51,58.49,8.89,105
3112.51,59.59,8.89,105
3112.51,59.62,8.89,105
3126.5,0.18,24,105
3126.5,1.58,23.72,105
3126.5,3.08,23.61,105
3126.5,4.66,23.56,105
3126.5,6.13,23.56,105
3126.5,7.62,23.5,105
3126.5,9.11,23.22,105
3126.5,10.73,21.83,105
3126.5,12.22,21.22,105
3126.5,13.66,20.83,105
3126.5,15.39,20,105
3126.5,16.89,19.5,105
3126.5,18.56,18.39,105
3126.5,20.03,16.39,105
3126.5,21.4,14.89,105
3126.51,22.83,13.67,105
3126.51,26.03,12.33,105
3126.51,27.77,11.83,105
3126.51,29.17,11.5,105
3126.51,32.13,10.67,105
3126.51,33.62,10.28,105
3126.51,35.14,10.06,105
3126.51,36.64,9.89,105
3126.51,38.28,9.67,105
3126.51,39.75,9.5,105
3126.51,41.42,9.44,105
3126.51,43.1,9.28,105
3126.51,44.32,9.22,105
3126.51,46.09,9.17,105
3126.51,47.3,9.11,105
3126.51,48.95,9.06,105
3126.51,50.44,9.06,105
3126.51,51.85,9,105
3126.51,53.52,9,105
3126.51,54.83,9,105
3126.51,56.48,9,105
3126.51,57.06,9,105
3140.5,1.22,23.94,105
3140.5,1.83,23.89,105
3140.5,3.05,23.83,105
3140.5,4.6,23.78,105
3140.5,6.13,23.72,105
3140.5,7.65,23.61,105
3140.5,9.14,22.33,105
3140.5,10.64,21.61,105
3140.5,12.25,21,105
3140.5,13.72,20.72,105
3140.5,15.27,20.5,105
3140.5,16.76,20.22,105
3140.51,19.9,19.28,105
3140.51,21.21,18.06,105
3140.51,22.86,16.06,105
3140.51,24.44,14.89,105
3140.51,25.91,13.44,105
3140.51,27.49,12.33,105
3140.51,28.83,11.61,105
3140.51,30.51,10.89,105
3140.51,32.13,10.39,105
3140.51,33.56,10.06,105
3140.51,35.05,9.83,105
3140.51,36.61,9.67,105
3140.51,38.1,9.5,105
3140.51,39.65,9.39,105
3140.51,41.18,9.33,105
3140.51,42.64,9.28,105
3140.51,44.23,9.28,105
3140.51,45.69,9.28,105
3140.51,47.24,9.22,105
3140.51,48.74,9.17,105
3140.51,50.14,9.11,105
3140.51,50.35,9.11,105
3140.51,53.37,9.06,105
3140.51,54.86,9.06,105
3140.51,55.5,9.06,105
3154.5,0.21,23.44,105
3154.5,0.24,23.44,105
3154.5,1.49,23.5,105
3154.5,3.05,23.39,105
3154.5,4.57,23.33,105
3154.5,6.13,23.28,105
3154.5,7.59,23,105
3154.5,9.14,22.94,105
3154.5,10.67,22.17,105
3154.5,12.22,21.5,105
3154.5,13.75,21.11,105
3154.5,15.24,20.89,105
3154.5,16.76,20.61,105
3154.5,18.35,20.28,105
3154.5,19.84,20,105
3154.51,21.37,19.61,105
3154.51,24.57,17.72,105
3154.51,25.91,15.56,105
3154.51,27.43,13.5,105
3154.51,28.9,12.56,105
3154.51,30.48,11.72,105
3154.51,32.03,11.06,105
3154.51,33.62,10.44,105
3154.51,35.11,10.11,105
3154.51,36.64,10,105
3154.51,39.65,9.61,105
3154.51,41.15,9.5,105
3154.51,44.23,9.33,105
3154.51,45.75,9.28,105
3168.5,0.12,23.39,105
3168.5,1.58,23.33,105
3168.5,3.14,23.28,105
3168.5,4.57,23.22,105
3168.5,6.1,23.17,105
3168.5,7.65,23.11,105
3168.5,10.7,22.94,105
3168.5,12.22,21.61,105
3168.5,13.72,21.11,105
3168.5,15.27,20.83,105
3168.5,16.79,20.67,105
3168.5,18.32,20.44,105
3168.5,19.84,20.11,105
3168.5,21.55,19.89,105
3168.51,23.13,19.61,105
3168.51,24.38,19.28,105
3168.51,25.94,18.83,105
3168.51,27.49,17.83,105
3168.51,29.02,15.83,105
3168.51,30.57,13.72,105
3168.51,32.16,11.94,105
3168.51,33.53,11.06,105
3168.51,36.67,10,105
3168.51,38.22,9.72,105
3168.51,39.78,9.67,105
3168.51,41.3,9.56,105
3168.51,42.73,9.5,105
3168.51,44.29,9.39,105
3168.51,45.96,9.33,105
3168.51,47.46,9.28,105
3168.51,48.89,9.28,105
3168.51,50.29,9.22,105
3168.51,51.94,9.17,105
3168.51,53.16,9.17,105
3191.5,0.27,22.28,105
3191.5,1.55,22,105
3191.5,3.08,21.83,105
3191.5,4.54,21.78,105
3191.5,6.1,21.72,105
3191.5,7.74,21.67,105
3191.5,9.3,21.44,105
3191.5,10.85,20.78,105
3191.5,12.19,20.33,105
3191.5,13.96,20.22,105
3191.5,15.36,20.11,105
3191.5,16.92,20,105
3191.5,18.35,19.83,105
3191.5,19.93,19.61,105
3191.5,21.49,19.33,105
3191.51,23.1,19.06,105
3191.51,24.6,18.78,105
3191.51,26.18,18.56,105
3191.51,27.58,18.17,105
3191.51,28.99,17.56,105
3191.51,30.6,14.72,105
3191.51,32.13,12.33,105
3191.51,33.56,11.06,105
3191.51,35.11,10.44,105
3191.51,36.61,10.11,105
3191.51,38.1,9.89,105
3191.51,39.65,9.72,105
3191.51,41.18,9.61,105
3191.51,47.15,9.33,105
3191.51,48.74,9.28,105
3191.51,50.35,9.22,105
3191.51,51.94,9.22,105
3205.5,0.3,20.67,105
3205.5,1.52,20.67,105
3205.5,3.08,20.67,105
3205.5,4.57,20.67,105
3205.5,7.62,20.56,105
3205.5,9.24,20.56,105
3205.5,10.45,20.56,105
3205.5,12.19,20.28,105
3205.5,13.72,19.78,105
3205.5,15.12,19.5,105
3205.5,16.92,19.28,105
3205.5,18.29,19.17,105
3205.5,19.81,18.94,105
3205.5,21.06,18.89,105
3205.51,22.86,18.72,105
3205.51,24.69,18.5,105
3205.51,25.91,18.28,105
3205.51,27.65,17.78,105
3205.51,28.83,17.17,105
3205.51,30.88,14.67,105
3205.51,32,12.61,105
3205.51,33.68,10.94,105
3205.51,35.17,10.67,105
3223.5,0.3,18.17,105
3223.5,1.77,18.06,105
3223.5,3.23,17.83,105
3223.5,4.66,17.72,105
3223.5,6.1,17.72,105
3223.5,7.74,17.72,105
3223.5,9.27,17.67,105
3223.5,10.42,17.61,105
3223.5,12.28,17.56,105
3223.5,13.99,17.44,105
3223.5,15.12,17.33,105
3223.5,17.1,17.11,105
3223.5,18.32,16.83,105
3223.5,19.96,16.61,105
3223.5,21.55,16.39,105
3223.51,22.77,16.28,105
3223.51,25.97,15.94,105
3223.51,27.43,15.67,105
3223.51,29.23,15.28,105
3223.51,30.54,14.72,105
3223.51,32.16,12.22,105
3223.51,33.74,10.78,105
3223.51,35.05,10.28,105
3223.51,36.76,10.06,105
3223.51,38.07,9.94,105
3223.51,39.81,9.89,105
3223.51,41.33,9.78,105
3223.51,42.79,9.72,105
3223.51,44.44,9.67,105
3245.5,0.39,16.48,105
3245.5,1.71,16.13,105
3245.5,3.11,15.97,105
3245.5,4.76,15.91,105
3245.5,6.21,15.86,105
3245.5,7.47,15.79,105
3245.5,9.36,15.73,105
3245.5,10.81,15.72,105
3245.5,12.46,15.61,105
3245.5,13.85,15.54,105
3245.5,15.26,15.44,105
3245.5,16.96,15.32,105
3245.5,18.47,15.1,105
3245.5,19.89,15.03,105
3245.5,21.6,14.83,105
3245.51,23.14,14.71,105
3245.51,24.39,14.6,105
3245.51,26.15,14.38,105
3245.51,27.68,14.28,105
3245.51,29.16,14.16,105
3245.51,30.69,13.9,105
3245.51,32.1,13.77,105
3245.51,33.65,13.67,105
3245.51,35.22,13.57,105
3245.51,36.45,13.45,105
3245.51,38.17,11.93,105
3245.51,39.78,10.82,105
3245.51,41.21,10.23,105
3245.51,42.37,10.05,105
3245.51,44.34,9.83,105
3245.51,45.66,9.72,105
3245.51,47.25,9.63,105
3245.51,48.63,9.59,105
3300.5,0.26,9.49,105
3300.5,1.58,9.03,105
3300.5,3.17,8.97,105
3300.5,4.66,8.92,105
3300.5,6.18,8.88,105
3300.5,7.72,8.86,105
3300.5,9.2,8.85,105
3300.5,10.75,8.84,105
3300.5,12.34,8.83,105
3300.5,13.85,8.83,105
3300.5,15.35,8.82,105
3300.5,16.98,8.79,105
3300.5,18.42,8.79,105
3300.5,20.06,8.68,105
3300.5,21.41,8.53,105
3300.51,23.06,8.27,105
3300.51,24.46,8.16,105
3300.51,25.98,8.02,105
3300.51,27.64,7.97,105
3300.51,29.09,7.91,105
3300.51,30.7,7.87,105
3300.51,32.11,7.84,105
3300.51,33.64,7.82,105
3300.51,35.19,7.77,105
3300.51,36.73,7.73,105
3300.51,38.24,7.71,105
3300.51,39.74,7.69,105
3300.51,41.21,7.68,105
3300.51,42.71,7.69,105
3300.51,44.4,7.7,105
3300.51,45.75,7.72,105
3300.51,47.35,7.73,105
3300.51,48.46,7.88,105
3343.5,0.55,9.54,105
3343.5,1.69,9.13,105
3343.5,3.1,9.1,105
3343.5,4.85,9.07,105
3343.5,6.27,9.03,105
3343.5,7.73,8.96,105
3343.5,9.39,8.93,105
3343.5,12.36,8.88,105
3343.5,13.9,8.84,105
3343.5,16.88,8.82,105
3343.5,18.51,8.79,105
3343.5,20.01,8.73,105
3343.5,21.54,8.69,105
3343.5,23.04,8.5,105
3343.51,24.41,8.27,105
3343.51,26.18,7.89,105
3343.51,27.54,7.72,105
3343.51,29.16,7.62,105
3343.51,30.74,7.56,105
3343.51,32.3,7.54,105
3343.51,33.73,7.51,105
3343.51,35.25,7.51,105
3343.51,36.74,7.49,105
3343.51,38.28,7.47,105
3343.51,39.71,7.45,105
3343.51,41.22,7.45,105
3343.51,42.84,7.45,105
3343.51,44.29,7.45,105
3343.51,45.86,7.45,105
3343.51,47.38,7.45,105
3343.51,48.87,7.45,105
3343.51,50.56,7.43,105
3343.51,51.97,7.42,105
3343.51,53.47,7.42,105
3343.51,54.92,7.42,105
3343.51,56.1,7.42,105
3370.5,0.21,11.56,105
3370.5,1.64,11.48,105
3370.5,3.18,11.45,105
3370.5,4.79,11.44,105
3370.5,6.33,11.42,105
3370.5,7.67,11.37,105
3370.5,9.24,11.35,105
3370.5,10.82,11.34,105
3370.5,12.16,11.33,105
3370.5,13.81,11.34,105
3370.5,15.35,11.33,105
3370.5,16.82,9.23,105
3370.5,18.42,8.65,105
3370.5,20,8.39,105
3370.5,21.25,8.34,105
3370.51,22.94,8.31,105
3370.51,24.69,8.23,105
3370.51,26.05,8.16,105
3370.51,27.54,8.09,105
3370.51,29.04,8,105
3370.51,30.68,7.98,105
3370.51,32.31,7.97,105
3370.51,33.72,7.95,105
3370.51,35.33,7.93,105
3370.51,36.61,7.92,105
3370.51,38.15,7.92,105
3370.51,39.86,7.92,105
3370.51,41.21,7.92,105
3370.51,42.76,7.92,105
3370.51,44.37,7.9,105
3370.51,45.83,7.86,105
3370.51,47.33,7.84,105
3370.51,48.94,7.82,105
3370.51,50.55,7.81,105
3370.51,51.96,7.76,105
3370.51,53.54,7.72,105
3370.51,55.17,7.69,105
3370.51,56.63,7.68,105
3370.51,58.05,7.65,105
3370.51,59.55,7.63,105
3370.51,60.48,7.64,105
3370.51,60.67,7.66,105
3399.5,0.18,19.67,105
3399.5,1.65,17.56,105
3399.5,3.35,16.96,105
3399.5,4.78,16.42,105
3399.5,6.34,15.85,105
3399.5,7.79,15.48,105
3399.5,9.43,14.61,105
3399.5,10.87,13.43,105
3399.5,12.25,12.53,105
3399.5,13.81,11.32,105
3399.5,15.44,10.86,105
3399.5,16.9,10.34,105
3399.5,18.46,9.69,105
3399.5,19.98,9.58,105
3399.5,21.45,9.31,105
3399.51,22.97,9.1,105
3399.51,24.52,8.94,105
3399.51,25.91,8.85,105
3399.51,27.45,8.79,105
3399.51,29.14,8.78,105
3399.51,30.78,8.67,105
3399.51,32.14,8.61,105
3399.51,33.72,8.58,105
3399.51,36.7,8.54,105
3399.51,38.38,8.53,105
3399.51,39.91,8.48,105
3399.51,41.18,8.42,105
3399.51,42.97,8.37,105
3399.51,44.31,8.34,105
3399.51,45.88,8.32,105
3399.51,47.51,8.3,105
3399.51,48.76,8.29,105
3399.51,50.47,8.26,105
3399.51,52.05,8.23,105
3399.51,53.43,8.21,105
3399.51,55.07,8.19,105
3399.51,56.69,8.19,105
3399.51,58.07,8.18,105
3399.51,59.45,8.17,105
3399.51,61.11,8.16,105
3399.51,62.68,8.16,105
3399.51,64.1,8.16,105
3399.51,65.62,8.15,105
3399.51,67.19,8.15,105
3399.52,68.03,8.15,105
3419.5,0.24,19.78,105
3419.5,1.71,19.06,105
3419.5,3.26,18.44,105
3419.5,4.6,17.83,105
3419.5,6.4,17.44,105
3419.5,8.08,14,105
3419.5,9.39,13,105
3419.5,11.52,12.44,105
3419.5,12.31,12.11,105
3419.5,13.69,11.83,105
3419.5,15.36,11.67,105
3419.5,15.39,11.67,105
3419.5,16.95,11.44,105
3419.5,18.29,11.33,105
