Folsom Temperature Profiles (2001-2021) - All Sites,,,
JDAY,Depth,Temp,Seg
5022.5,10.71,21.19,63
5022.5,12.23,21.17,63
5022.5,13.73,21.09,63
5022.5,15.35,20.84,63
5022.5,16.83,20.32,63
5022.5,18.39,19.96,63
5022.5,20.02,19.43,63
5022.51,21.49,18.98,63
5022.51,22.95,18.79,63
5022.51,24.49,18.44,63
5022.51,25.98,17.27,63
5022.51,27.5,14.49,63
5022.51,29.13,13.15,63
5040.5,0.18,18.88,63
5040.5,0.33,18.88,63
5040.5,1.62,18.77,63
5040.5,3.05,18.64,63
5040.5,4.62,18.63,63
5040.5,6.13,18.62,63
5040.5,7.67,18.59,63
5040.5,9.26,18.58,63
5040.5,10.75,18.58,63
5040.5,12.23,18.57,63
5040.5,13.88,18.56,63
5040.5,15.28,18.51,63
5040.5,16.81,18.51,63
5040.5,18.4,18.44,63
5040.5,19.9,18.3,63
5040.51,21.43,18.14,63
5040.51,22.9,17.99,63
5040.51,24.5,17.82,63
5040.51,26.03,17.63,63
5040.51,27.46,16.23,63
5040.51,28.79,13.88,63
5057.39,0.44,16.78,63
5057.39,1.76,16.77,63
5057.39,3.21,16.77,63
5057.39,4.78,16.76,63
5057.39,6.33,16.76,63
5057.39,7.82,16.76,63
5057.39,9.27,16.76,63
5057.39,10.96,16.75,63
5057.39,12.25,16.74,63
5057.39,13.77,16.74,63
5057.39,15.32,16.72,63
5057.39,16.84,16.7,63
5057.39,18.36,16.63,63
5057.39,19.87,16.58,63
5057.4,21.37,16.53,63
5057.4,23,16.39,63
5057.4,24.53,16.13,63
5057.4,26.35,15.95,63
5071.5,0.17,15.37,63
5071.5,0.32,15.35,63
5071.5,1.63,15.29,63
5071.5,3.23,15.18,63
5071.5,4.62,15.14,63
5071.5,6.18,15.13,63
5071.5,7.68,15.13,63
5071.5,9.27,15.12,63
5071.5,10.71,15.12,63
5071.5,12.4,15.1,63
5071.5,13.8,15.09,63
5071.5,15.28,15.07,63
5071.5,16.84,15.05,63
5071.5,18.49,14.99,63
5071.5,19.9,14.85,63
5071.51,21.35,14.66,63
5071.51,22.93,14.04,63
5071.51,24.46,13.81,63
5096.5,0.42,10.84,63
5096.5,1.6,10.83,63
5096.5,3.12,10.84,63
5096.5,4.65,10.84,63
5096.5,6.32,10.84,63
5096.5,7.65,10.84,63
5096.5,9.17,10.84,63
5096.5,10.8,10.82,63
5096.5,12.34,10.81,63
5096.5,13.83,10.81,63
5096.5,15.25,10.73,63
5096.5,16.88,10.65,63
5096.5,18.3,10.53,63
5096.5,19.83,9.23,63
5096.5,21.43,8.79,63
5096.51,22.85,8.82,63
5135.5,0.41,8.98,63
5135.5,1.57,8.94,63
5135.5,3.15,8.9,63
5135.5,4.63,8.87,63
5135.5,6.17,8.84,63
5135.5,7.65,8.83,63
5135.5,9.19,8.83,63
5135.5,10.8,8.81,63
5135.5,12.44,8.76,63
5135.5,13.82,8.63,63
5135.5,15.26,8.46,63
5135.5,16.95,8.11,63
5135.5,18.36,7.9,63
5135.5,18.72,7.9,63
5169.5,0.17,10.52,63
5169.5,0.31,10.48,63
5169.5,1.54,10.37,63
5169.5,3.1,10.31,63
5169.5,4.63,10.26,63
5169.5,6.17,10.22,63
5169.5,7.75,10.05,63
5169.5,9.26,9.83,63
5169.5,10.8,9.58,63
5169.5,12.27,9.21,63
5169.5,13.79,8.97,63
5169.5,15.5,8.86,63
5169.5,16.88,8.79,63
5169.5,18.35,8.71,63
5169.5,19.87,8.64,63
5169.51,21.48,8.61,63
5169.51,22.95,8.58,63
5169.51,24.51,8.53,63
5169.51,26.02,8.52,63
5169.51,26.52,8.54,63
5201.5,0.17,15.54,63
5201.5,0.31,15.5,63
5201.5,1.55,15.41,63
5201.5,3.08,15.28,63
5201.5,4.63,15.02,63
5201.5,6.14,14.73,63
5201.5,7.81,13.47,63
5201.5,9.17,13.03,63
5201.5,10.85,12.3,63
5201.5,12.24,10.79,63
5201.5,13.93,10.46,63
5201.5,15.27,10.23,63
5201.5,16.85,9.9,63
5201.5,18.25,9.72,63
5201.5,19.86,9.59,63
5201.51,21.37,9.46,63
5201.51,23.18,9.38,63
5201.51,22.97,9.34,63
5201.51,24.41,9.26,63
5201.51,25.93,9.22,63
5201.51,27.37,9.18,63
5201.51,29.06,9.13,63
5201.51,30.52,9.08,63
5201.51,32.08,9.04,63
5205.5,0.5,14.42,63
5205.5,1.62,14.43,63
5205.5,3.18,14.43,63
5205.5,4.62,14.42,63
5205.5,6.25,14.38,63
5205.5,6.36,14.38,63
5205.5,7.69,14.33,63
5205.5,9.17,13.53,63
5205.5,9.34,13.19,63
5205.5,10.74,12.64,63
5205.5,12.29,12.26,63
5205.5,13.8,12.16,63
5205.5,15.29,11.29,63
5205.5,16.84,11.16,63
5205.5,18.31,11.07,63
5205.51,19.82,10.96,63
5205.51,21.37,10.78,63
5205.51,23.01,10.65,63
5205.51,24.64,9.94,63
5205.51,25.99,9.76,63
5205.51,27.54,9.58,63
5205.51,29.04,9.47,63
5205.51,30.57,9.42,63
5205.51,32.09,9.4,63
5205.51,33.56,9.4,63
5219.5,0.8,18.37,63
5219.5,2.43,17.81,63
5219.5,5.11,16.29,63
5219.5,6.15,15.81,63
5219.5,7.61,14.96,63
5219.5,9.11,14.04,63
5219.5,10.5,13.46,63
5219.5,11.67,13.05,63
5219.5,13.03,12.48,63
5219.5,15.4,11.84,63
5219.5,17,11.34,63
5219.5,18.62,10.83,63
5219.5,19.71,10.71,63
5219.5,21.58,10.48,63
5219.5,23,10.38,63
5219.51,23.6,10.32,63
5219.51,24.83,10.26,63
5219.51,26,10.23,63
5219.51,28,10.05,63
5219.51,29.15,10.02,63
5219.51,30.74,9.88,63
5219.51,32.07,9.72,63
5219.51,32.6,9.64,63
5219.51,34.07,9.57,63
5219.51,35.14,9.52,63
5219.51,36.11,9.51,63
5219.51,36.58,9.52,63
5235.5,0.33,18.51,63
5235.5,1.55,18,63
5235.5,3.07,17.68,63
5235.5,3.07,17.52,63
5235.5,4.58,17.12,63
5235.5,6.13,16.48,63
5235.5,7.69,16.17,63
5235.5,9.2,15.38,63
5235.5,10.7,14.01,63
5235.5,12.22,13.66,63
5235.5,13.76,13.03,63
5235.5,15.32,12.5,63
5235.5,16.82,11.97,63
5235.5,18.36,11.47,63
5235.5,19.87,11.24,63
5235.51,21.41,11.06,63
5235.51,22.92,10.94,63
5235.51,24.49,10.78,63
5235.51,25.99,10.48,63
5235.51,27.45,10.32,63
5235.51,29.15,10.13,63
5235.51,30.54,9.96,63
5235.51,32.04,9.81,63
5235.51,33.56,9.71,63
5235.51,35.06,9.58,63
5235.51,36.61,9.5,63
5235.51,37.59,9.48,63
5246.5,0.16,19.13,63
5246.5,0.35,19.09,63
5246.5,1.54,18.88,63
5246.5,3.06,18.49,63
5246.5,4.57,18.44,63
5246.5,6.12,18.32,63
5246.5,7.64,18.18,63
5246.5,9.17,17.47,63
5246.5,10.71,16.47,63
5246.5,12.21,15.56,63
5246.5,13.76,14.9,63
5246.5,15.26,14.48,63
5246.5,16.77,13.99,63
5246.5,18.34,13.54,63
5246.5,19.86,13.22,63
5246.51,21.39,12.69,63
5246.51,22.89,12.42,63
5246.51,24.41,12.16,63
5246.51,25.92,11.88,63
5246.51,27.44,11.34,63
5246.51,28.98,10.99,63
5246.51,30.51,10.78,63
5246.51,32.03,10.71,63
5246.51,33.59,10.58,63
5246.51,35.06,10.51,63
5246.51,36.62,10.43,63
5246.51,38.13,10.33,63
5246.51,38.19,10.32,63
5246.51,38.59,10.29,63
5267.5,0.26,23.01,63
5267.5,0.92,22.9,63
5267.5,2.6,22.63,63
5267.5,4.07,22.34,63
5267.5,5.82,21.18,63
5267.5,6.79,20.77,63
5267.5,7.98,20.22,63
5267.5,9.23,19.18,63
5267.5,10.78,18.11,63
5267.5,11.81,17.8,63
5267.5,13.05,16.53,63
5267.5,13.87,15.94,63
5267.5,15.55,14.47,63
5267.5,17.18,13.73,63
5267.5,18.84,13.06,63
5267.51,20.62,12.41,63
5267.51,22.77,12.06,63
5267.51,24.42,11.63,63
5267.51,26.29,11.28,63
5267.51,28.68,11.13,63
5267.51,30.39,10.87,63
5267.51,31.96,10.67,63
5267.51,32.76,10.49,63
5267.51,34.32,10.27,63
5267.51,36.15,10.11,63
5267.51,37.67,10.07,63
5282.5,0.16,24.42,63
5282.5,0.34,24.42,63
5282.5,1.55,24.19,63
5282.5,3.08,23.72,63
5282.5,4.85,23.63,63
5282.5,6.25,23.51,63
5282.5,7.65,23.37,63
5282.5,9.17,22.13,63
5282.5,10.72,19.14,63
5282.5,12.23,17.87,63
5282.5,13.74,16.81,63
5282.5,15.32,15.56,63
5282.5,16.85,14.46,63
5282.5,18.34,13.52,63
5282.5,19.93,13.17,63
5282.51,21.38,12.42,63
5282.51,22.94,12.28,63
5282.51,24.47,12.09,63
5282.51,26.14,11.76,63
5282.51,27.54,11.4,63
5282.51,29.2,11.12,63
5282.51,30.57,10.9,63
5282.51,32.29,10.62,63
5282.51,33.57,10.54,63
5282.51,35.13,10.46,63
5282.51,36.23,10.37,63
5297.5,0.7,25.94,63
5297.5,1.62,25.96,63
5297.5,3.11,25.95,63
5297.5,4.82,25.95,63
5297.5,6.33,25.81,63
5297.5,7.67,24.31,63
5297.5,9.15,23.19,63
5297.5,10.73,21.65,63
5297.5,12.23,20.26,63
5297.5,13.77,19.3,63
5297.5,15.29,17.65,63
5297.5,16.85,15.96,63
5297.5,18.34,14.78,63
5297.5,20,13.86,63
5297.5,21.43,13.15,63
5297.51,23,12.59,63
5297.51,24.43,12.01,63
5297.51,25.95,11.72,63
5297.51,27.49,11.46,63
5297.51,29.04,11.34,63
5297.51,30.56,11.14,63
5297.51,32.02,10.76,63
5297.51,33.65,10.59,63
5297.51,34.3,10.58,63
5309.5,0.18,27.88,63
5309.5,0.3,27.85,63
5309.5,1.7,27.63,63
5309.5,3.1,26.86,63
5309.5,4.62,26.37,63
5309.5,6.12,25.02,63
5309.5,7.67,23.26,63
5309.5,9.3,22.55,63
5309.5,10.81,21.94,63
5309.5,12.22,21.21,63
5309.5,13.8,20.14,63
5309.5,15.33,19.43,63
5309.5,16.84,18.2,63
5309.5,18.33,16.69,63
5309.5,19.9,15.45,63
5309.51,21.41,14.47,63
5309.51,22.94,13.57,63
5309.51,26.01,12.49,63
5309.51,27.56,12.08,63
5309.51,29.15,11.62,63
5309.51,30.58,11.23,63
5309.51,32.07,11,63
5309.51,33.57,10.8,63
5332.5,0.22,26.27,63
5332.5,1.55,26.21,63
5332.5,3.09,26.16,63
5332.5,4.82,24.79,63
5332.5,6.15,24.31,63
5332.5,7.66,23.41,63
5332.5,9.17,22.47,63
5332.5,10.71,21.81,63
5332.5,12.23,21.47,63
5332.5,13.83,21.22,63
5332.5,15.4,20.74,63
5332.5,16.85,20.27,63
5332.5,18.31,19.32,63
5332.5,19.84,17.63,63
5332.5,21.35,15.81,63
5332.51,22.89,14.33,63
5332.51,24.43,13.38,63
5332.51,25.94,12.6,63
5332.51,27.46,12.03,63
5332.51,28.98,11.67,63
5332.51,30.5,11.26,63
5332.51,32,11.01,63
5344.5,0.17,26.35,63
5344.5,0.31,26.35,63
5344.5,1.56,26.34,63
5344.5,3.09,26.23,63
5344.5,4.62,26.18,63
5344.5,6.13,25.24,63
5344.5,7.66,24.28,63
5344.5,9.16,22.87,63
5344.5,10.7,22.01,63
5344.5,12.24,21.34,63
5344.5,13.79,20.96,63
5344.5,15.27,20.53,63
5344.5,16.79,20.11,63
5344.5,18.35,19.52,63
5344.5,19.9,18.87,63
5344.51,21.46,17.95,63
5344.51,23.07,16.71,63
5344.51,24.45,15.54,63
5344.51,26,14.23,63
5344.51,27.51,13.44,63
5344.51,29.06,12.73,63
5344.51,30.51,11.88,63
5344.51,31.78,11.6,63
5360.5,0.48,25.39,63
5360.5,1.54,25.39,63
5360.5,3.13,25.36,63
5360.5,4.71,25.35,63
5360.5,6.18,25.33,63
5360.5,7.7,24.67,63
5360.5,9.32,23.68,63
5360.5,10.83,22.37,63
5360.5,12.41,21.41,63
5360.5,13.94,20.83,63
5360.5,15.36,20.5,63
5360.5,16.97,20.13,63
5360.5,18.48,19.96,63
5360.5,19.99,19.66,63
5360.5,21.58,18.82,63
5360.51,23.07,18.08,63
5360.51,24.68,16.39,63
5360.51,26.02,15.47,63
5360.51,27.49,14.57,63
5360.51,28.97,13.48,63
5360.51,30.51,12.05,63
5360.51,30.95,11.88,63
5373.5,0.2,24.83,63
5373.5,0.32,24.83,63
5373.5,1.54,24.84,63
5373.5,3.07,24.7,63
5373.5,4.59,24.66,63
5373.5,6.11,24.6,63
5373.5,7.64,24.45,63
5373.5,9.16,23.52,63
5373.5,10.68,22.6,63
5373.5,12.21,21.21,63
5373.5,13.74,20.67,63
5373.5,15.27,20.24,63
5373.5,16.79,20.03,63
5373.5,18.32,19.8,63
5373.5,19.84,19.48,63
5373.51,21.36,19.17,63
5373.51,22.87,18.79,63
5373.51,24.4,18.38,63
5373.51,25.93,17.9,63
5373.51,27.49,17.24,63
5373.51,29.04,16.37,63
5373.51,30.44,13.97,63
5388.5,0.54,22.38,63
5388.5,1.58,22.42,63
5388.5,3.09,22.41,63
5388.5,4.72,22.38,63
5388.5,6.23,22.32,63
5388.5,7.68,22.02,63
5388.5,9.16,21.54,63
5388.5,10.87,21.23,63
5388.5,12.28,20.86,63
5388.5,13.75,20.44,63
5388.5,15.4,20.18,63
5388.5,17.01,19.87,63
5388.5,18.43,19.78,63
5388.5,19.89,19.65,63
5388.5,21.48,19.42,63
5388.51,22.89,19.05,63
5388.51,24.4,18.68,63
5388.51,26.06,18.36,63
5388.51,27.64,17.64,63
5388.51,28.99,15.67,63
5388.51,29.42,14.68,63
5401.5,0.15,21.28,63
5401.5,0.32,21.27,63
5401.5,1.56,21.27,63
5401.5,3.07,21.26,63
5401.5,4.61,21.23,63
5401.5,6.18,21.2,63
5401.5,7.77,21.19,63
5401.5,9.29,21.18,63
5401.5,10.85,21.09,63
5401.5,12.2,20.91,63
5401.5,13.84,20.63,63
5401.5,15.31,20.29,63
5401.5,16.89,20.09,63
5401.5,18.42,19.95,63
5401.5,19.85,19.73,63
5401.51,21.41,19.55,63
5401.51,22.98,19.33,63
5401.51,24.47,19.09,63
5401.51,25.98,18.81,63
5401.51,27.59,18.04,63
5401.51,28.64,15.48,63
5421.5,0.14,18.22,63
5421.5,0.37,18.23,63
5421.5,1.56,18.21,63
5421.5,3.07,18.16,63
5421.5,4.49,18.13,63
5421.5,6.14,18.12,63
5421.5,7.67,18.11,63
5421.5,9.18,18.11,63
5421.5,10.72,18.1,63
5421.5,12.25,18.09,63
5421.5,13.87,18.07,63
5421.5,15.3,18.06,63
5421.5,16.84,18.05,63
5421.5,18.15,18.03,63
5421.5,19.84,18.01,63
5421.51,21.19,17.9,63
5421.51,23.02,17.83,63
5421.51,24.45,17.31,63
5421.51,25.98,17.07,63
5421.51,27.18,17.04,63
5435.5,0.15,16.94,63
5435.5,0.35,16.93,63
5435.5,1.55,16.88,63
5435.5,3.13,16.81,63
5435.5,4.58,16.75,63
5435.5,6.18,16.73,63
5435.5,7.69,16.72,63
5435.5,9.2,16.72,63
5435.5,10.73,16.72,63
5435.5,12.26,16.72,63
5435.5,13.82,16.71,63
5435.5,15.37,16.7,63
5435.5,16.93,16.68,63
5435.5,18.39,16.66,63
5435.5,19.94,16.59,63
5435.51,21.47,16.53,63
5435.51,22.88,16.41,63
5435.51,24.43,16.09,63
5435.51,25.97,15.94,63
5435.51,26.12,15.93,63
5466.5,0.13,13.39,63
5466.5,0.32,13.37,63
5466.5,1.54,13.25,63
5466.5,3.13,13.21,63
5466.5,4.78,13.2,63
5466.5,6.13,13.19,63
5466.5,7.7,13.19,63
5466.5,9.2,13.18,63
5466.5,10.72,13.18,63
5466.5,12.23,13.17,63
5466.5,13.83,13.16,63
5466.5,15.28,13.15,63
5466.5,16.98,13.1,63
5466.5,18.51,13.02,63
5466.5,19.86,12.93,63
5466.51,21.37,12.81,63
5466.51,22.88,12.41,63
5466.51,24.41,11.95,63
5466.51,26.09,11.52,63
5466.51,27.62,11.24,63
5466.51,29.02,11.15,63
5466.51,30.3,11.08,63
5466.51,30.52,11.08,63
5493.5,0.32,10.3,63
5493.5,1.54,10.29,63
5493.5,3.07,10.29,63
5493.5,4.86,10.29,63
5493.5,6.37,10.29,63
5493.5,7.65,10.29,63
5493.5,9.21,10.29,63
5493.5,10.7,10.29,63
5493.5,12.25,10.3,63
5493.5,13.81,10.29,63
5493.5,15.28,10.29,63
5493.5,16.81,10.27,63
5493.5,18.34,10.02,63
5493.5,19.85,9.73,63
5493.5,21.42,9.36,63
5493.51,22.95,9.18,63
5493.51,24.68,9.05,63
5493.51,26,8.89,63
5493.51,27.5,8.8,63
5493.51,28.99,8.76,63
5493.51,30.53,8.75,63
5493.51,32.08,8.73,63
5493.51,33.6,8.69,63
5493.51,33.8,8.69,63
5522.5,0.44,10.92,63
5522.5,1.59,10.88,63
5522.5,3.07,10.87,63
5522.5,4.6,10.86,63
5522.5,6.1,10.84,63
5522.5,7.64,10.83,63
5522.5,9.29,10.54,63
5522.5,10.74,10.37,63
5522.5,12.26,10.17,63
5522.5,13.77,9.96,63
5522.5,15.25,9.91,63
5522.5,16.78,9.85,63
5522.5,18.3,9.76,63
5522.5,19.91,9.63,63
5522.5,20.17,9.59,63
5522.51,21.49,9.51,63
5522.51,22.86,9.5,63
5522.51,24.43,9.42,63
5522.51,25.94,9.42,63
5522.51,27.46,9.42,63
5522.51,29.02,9.4,63
5522.51,30.6,9.38,63
5522.51,32.06,9.38,63
5522.51,33.66,9.37,63
5522.51,35.1,9.36,63
5522.51,36.63,9.34,63
5522.51,36.96,9.34,63
5554.5,1.8,14.41,63
5554.5,3.14,13.99,63
5554.5,4.83,13.33,63
5554.5,6.26,12.47,63
5554.5,7.68,12.18,63
5554.5,9.16,11.81,63
5554.5,10.77,11.35,63
5554.5,12.2,10.89,63
5554.5,13.86,10.62,63
5554.5,15.52,10.16,63
5554.5,16.79,9.99,63
5554.5,18.32,9.89,63
5554.5,19.87,9.78,63
5554.5,21.38,9.74,63
5554.5,22.89,9.64,63
5554.51,24.48,9.54,63
5554.51,25.94,9.5,63
5554.51,27.44,9.47,63
5554.51,29.04,9.41,63
5554.51,30.53,9.35,63
5554.51,32.12,9.32,63
5554.51,33.62,9.28,63
5554.51,35.08,9.27,63
5554.51,36.72,9.2,63
5554.51,38.2,9.18,63
5554.51,38.8,9.18,63
5582.5,0.16,16.56,63
5582.5,0.33,16.52,63
5582.5,1.66,16.49,63
5582.5,3.21,16.38,63
5582.5,4.64,15.84,63
5582.5,6.31,15.17,63
5582.5,7.69,14.88,63
5582.5,9.25,14.61,63
5582.5,10.91,13.81,63
5582.5,12.34,13.57,63
5582.5,13.81,11.77,63
5582.5,15.5,11.45,63
5582.5,16.82,10.89,63
5582.5,18.33,10.57,63
5582.5,19.91,10.37,63
5582.51,21.59,10.13,63
5582.51,23.01,9.97,63
5582.51,24.56,9.82,63
5582.51,26.07,9.77,63
5582.51,27.55,9.71,63
5582.51,28.96,9.64,63
5582.51,30.78,9.55,63
5582.51,32.13,9.48,63
5582.51,33.71,9.45,63
5582.51,35.23,9.43,63
5582.51,36.73,9.42,63
5582.51,38.23,9.41,63
5607.5,0.45,19.97,63
5607.5,1.74,19.99,63
5607.5,3.09,19.99,63
5607.5,4.65,19.6,63
5607.5,6.2,18.17,63
5607.5,7.65,17.47,63
5607.5,9.19,16.47,63
5607.5,10.82,15.39,63
5607.5,12.39,14.59,63
5607.5,13.77,13.63,63
5607.5,15.25,12.4,63
5607.5,16.98,11.53,63
5607.5,18.35,11.03,63
5607.5,19.93,10.67,63
5607.5,21.51,10.43,63
5607.51,22.9,10.22,63
5607.51,24.55,10.06,63
5607.51,26.02,9.94,63
5607.51,27.55,9.88,63
5607.51,29.05,9.85,63
5607.51,30.53,9.79,63
5607.51,32.32,9.71,63
5607.51,33.93,9.55,63
5607.51,35.34,9.48,63
5607.51,36.64,9.47,63
5607.51,38.27,9.45,63
5607.51,38.54,9.44,63
5617.5,0.18,19.6,63
5617.5,0.35,19.61,63
5617.5,1.71,19.59,63
5617.5,3.09,19.59,63
5617.5,4.67,19.57,63
5617.5,6.32,19.52,63
5617.5,7.79,19.46,63
5617.5,9.24,19.03,63
5617.5,10.72,17.26,63
5617.5,12.33,15.89,63
5617.5,13.97,14.75,63
5617.5,15.51,12.93,63
5617.5,16.81,12.14,63
5617.5,18.45,10.95,63
5617.5,19.83,10.6,63
5617.51,21.37,10.36,63
5617.51,22.87,10.19,63
5617.51,24.42,10.07,63
5617.51,25.94,10.04,63
5617.51,27.47,9.92,63
5617.51,29.08,9.84,63
5617.51,30.61,9.77,63
5617.51,32.23,9.68,63
5617.51,33.72,9.59,63
5617.51,35.12,9.53,63
5617.51,36.73,9.5,63
5617.51,38.17,9.48,63
5631.5,0.17,22.33,63
5631.5,0.38,22.32,63
5631.5,1.56,22.26,63
5631.5,3.1,22.22,63
5631.5,4.62,22.16,63
5631.5,6.25,21.88,63
5631.5,7.68,21.62,63
5631.5,9.17,20.2,63
5631.5,10.63,19.21,63
5631.5,12.28,17.78,63
5631.5,13.82,15.29,63
5631.5,15.33,13.91,63
5631.5,16.91,12.41,63
5631.5,18.33,11.63,63
5631.5,19.92,10.82,63
5631.51,21.46,10.44,63
5631.51,23.04,10.28,63
5631.51,24.51,10.14,63
5631.51,26.07,10.03,63
5631.51,29.11,9.93,63
5631.51,30.6,9.78,63
5631.51,32.12,9.67,63
5631.51,33.72,9.6,63
5631.51,35.33,9.53,63
5631.51,36.58,9.48,63
5631.51,37.42,9.48,63
5645.5,0.58,24.61,63
5645.5,1.77,24.64,63
5645.5,3.23,24.63,63
5645.5,4.83,24.58,63
5645.5,6.32,24.51,63
5645.5,7.8,23.02,63
5645.5,9.23,21.76,63
5645.5,10.68,19.82,63
5645.5,12.23,18.47,63
5645.5,13.75,17.63,63
5645.5,15.31,16.32,63
5645.5,16.88,14.88,63
5645.5,18.42,13.69,63
5645.5,20.1,12.12,63
5645.5,21.49,11.84,63
5645.51,22.99,11.13,63
5645.51,24.4,10.81,63
5645.51,26.01,10.66,63
5645.51,27.63,10.27,63
5645.51,29.05,10.07,63
5645.51,30.51,9.92,63
5645.51,32.03,9.9,63
5645.51,33.75,9.77,63
5645.51,35.07,9.62,63
5645.51,35.71,9.59,63
5661.5,0.14,27.69,63
5661.5,1.23,26.89,63
5661.5,2.68,26.35,63
5661.5,4.24,25.64,63
5661.5,5.45,25.04,63
5661.5,6.82,24.33,63
5661.5,8.7,23.1,63
5661.5,10.48,21.63,63
5661.5,12.12,20.35,63
5661.5,14,18.78,63
5661.5,15.36,17.88,63
5661.5,16.88,17.29,63
5661.5,18.38,15.56,63
5661.5,19.85,13.84,63
5661.5,21.6,12.78,63
5661.51,23.2,11.97,63
5661.51,25.04,11.54,63
5661.51,26.11,11.3,63
5661.51,27.48,11.16,63
5661.51,28.92,11.02,63
5661.51,30.05,10.88,63
5661.51,30.58,10.82,63
5661.51,32.13,10.74,63
5661.51,33.66,10.69,63
5677.5,0.2,27.07,63
5677.5,0.4,27.04,63
5677.5,1.54,26.74,63
5677.5,3.23,26.66,63
5677.5,4.74,26.5,63
5677.5,6.24,26.37,63
5677.5,7.71,24.46,63
5677.5,9.21,23.7,63
5677.5,10.9,22.61,63
5677.5,12.37,21.36,63
5677.5,13.81,18.66,63
5677.5,15.31,17.64,63
5677.5,16.72,16.38,63
5677.5,18.38,14.49,63
5677.5,19.94,13.69,63
5677.51,21.37,12.74,63
5677.51,22.97,12.11,63
5677.51,24.43,11.65,63
5677.51,25.98,11.48,63
5677.51,27.49,11.28,63
5677.51,29.03,10.97,63
5677.51,29.7,10.89,63
5697.5,0.17,25.89,63
5697.5,0.35,25.87,63
5697.5,1.67,25.54,63
5697.5,3.09,25.43,63
5697.5,4.6,25.26,63
5697.5,6.2,24.39,63
5697.5,7.69,23.88,63
5697.5,9.21,23.29,63
5697.5,10.74,22.89,63
5697.5,12.23,22.04,63
5697.5,13.74,20.81,63
5697.5,15.15,18.49,63
5697.5,16.92,16.13,63
5697.5,18.44,14.95,63
5697.5,19.9,13.7,63
5697.51,21.41,12.48,63
5697.51,22.95,11.99,63
5697.51,24.41,11.58,63
5697.51,25.1,11.31,63
5708.5,0.59,24.37,63
5708.5,1.6,24.42,63
5708.5,3.12,24.41,63
5708.5,4.73,24.33,63
5708.5,6.16,23.7,63
5708.5,7.68,23.18,63
5708.5,9.19,22.76,63
5708.5,10.71,22.28,63
5708.5,12.25,21.64,63
5708.5,13.75,21.19,63
5708.5,15.43,19.06,63
5708.5,16.8,15.58,63
5708.5,18.3,13.83,63
5708.5,19.87,12.64,63
5708.5,21.48,11.93,63
5708.51,22.34,11.55,63
5724.5,0.77,24.83,63
5724.5,1.58,24.82,63
5724.5,3.1,24.79,63
5724.5,4.72,24.77,63
5724.5,6.17,24.69,63
5724.5,7.71,23.71,63
5724.5,9.34,22.9,63
5724.5,10.72,22.71,63
5724.5,12.22,22.06,63
5724.5,13.77,21.63,63
5724.5,15.29,19.96,63
5724.5,16.78,16.16,63
5724.5,18.42,13.39,63
5724.5,19.83,12.32,63
5724.5,20.18,12.23,63
5737.5,0.18,22.99,63
5737.5,0.36,23.01,63
5737.5,1.56,23.02,63
5737.5,4.66,23.02,63
5737.5,6.14,23.01,63
5737.5,7.66,23,63
5737.5,9.25,22.74,63
5737.5,10.7,21.73,63
5737.5,12.21,20.94,63
5737.5,13.75,20.72,63
5737.5,15.26,20.15,63
5737.5,16.84,19.18,63
5737.5,18.34,13.92,63
5737.5,19.83,11.68,63
5737.5,19.97,11.71,63
5758.5,0.17,21.2,63
5758.5,1.54,21.06,63
5758.5,3.17,20.99,63
5758.5,4.66,20.94,63
5758.5,6.17,20.79,63
5758.5,7.7,20.63,63
5758.5,9.19,20.31,63
5758.5,10.76,19.96,63
5758.5,12.27,19.66,63
5758.5,13.88,19.33,63
5758.5,15.34,18.81,63
5758.5,16.83,18.21,63
5758.5,18.34,15.28,63
5758.5,18.52,14.89,63
5779.5,0.19,19.52,63
5779.5,0.32,19.49,63
5779.5,1.61,19.4,63
5779.5,3.23,19.36,63
5779.5,4.63,19.34,63
5779.5,6.21,19.33,63
5779.5,7.71,19.31,63
5779.5,9.2,19.19,63
5779.5,10.72,19.15,63
5779.5,12.27,19.02,63
5779.5,13.79,18.81,63
5779.5,15.41,18.28,63
5779.5,16.92,17.6,63
5793.5,0.18,16.37,63
5793.5,0.34,16.29,63
5793.5,1.66,16.17,63
5793.5,3.07,16.11,63
5793.5,4.6,16.1,63
5793.5,6.15,16.09,63
5793.5,7.7,16.07,63
5793.5,9.23,16.05,63
5793.5,10.74,15.98,63
5793.5,12.31,15.86,63
5793.5,13.82,14.96,63
5793.5,15.3,14.52,63
5793.5,15.71,14.54,63
5806.5,0.36,13.82,63
5806.5,1.54,13.83,63
5806.5,3.11,13.83,63
5806.5,4.67,13.83,63
5806.5,6.12,13.82,63
5806.5,7.65,13.75,63
5806.5,9.2,13.62,63
5806.5,10.75,13.5,63
5806.5,12.22,13.18,63
5806.5,13.72,12.76,63
5806.5,15.28,12.61,63
5806.5,15.64,12.62,63
5821.5,0.17,11.84,63
5821.5,0.32,11.84,63
5821.5,1.54,11.73,63
5821.5,3.09,11.68,63
5821.5,4.63,11.66,63
5821.5,6.15,11.63,63
5821.5,7.67,11.55,63
5821.5,9.32,11.48,63
5821.5,10.74,11.45,63
5821.5,12.27,11.12,63
5821.5,13.76,10.95,63
5821.5,15.26,10.86,63
5852.5,0.16,9,63
5852.5,1.55,8.72,63
5852.5,3.09,8.34,63
