 JDAY =    5860.49805042540     
QIN:,80.706779,47.933904,.000000,
QTR:,.070000,.000000,.000000,
QDT:,.000000,.000000,.000000,
QWD:,.000000,

SEG,BRANCH,KT,WSE,SZ,Z,Q,QC,QERR,H2KT,H1KT,BHR1,BHR2,T1,T2,SUKT,UKT
180,3,62,128.090000,.000000,.000000,.000000,.000000,.000000,.610000,.610000,9.150000,9.150000,.000000,.000000,.000000,.000000
181,3,62,141.439646,.000000,.000000,.000000,.000000,12.553295,.610000,.610000,7.625000,7.625000,.000000,.000000,.000000,.000000
182,3,62,138.387019,.000000,.000000,.000000,.000000,-.280066,.610000,.610000,6.100000,6.100000,.000000,.000000,.000000,.000000
183,3,62,135.343627,.000000,.000000,.000000,.000000,44.111586,.610000,.610000,6.100000,6.100000,.000000,.000000,.000000,.000000
184,3,62,132.286260,.000000,.000000,.000000,.000000,45.712726,.610000,.610000,6.100000,6.100000,.000000,.000000,.000000,.000000
185,3,62,126.202425,.000000,.000000,.000000,.000000,109.975592,.610000,.610000,6.100000,6.100000,.000000,.000000,.000000,.000000
186,3,62,123.315367,.000000,.000000,.000000,.000000,-.808177,.610000,.610000,6.100000,6.100000,.000000,.000000,.000000,.000000
187,3,62,118.962899,.000000,.000000,.000000,.000000,-1.988063,.610000,.610000,33.873507,6.100000,10.000000,10.000000,.000000,.000000
188,3,62,112.847351,.000000,-.000021,.000000,.000000,-269.210587,.610000,.610021,20.014866,18.650853,10.000000,10.000000,.000068,.000000
189,3,62,113.120021,-.000021,-.000021,-.004227,-.004297,-1.648985,.610021,.610021,42.614080,42.628993,6.394318,6.394318,.000000,-.000134
190,3,62,113.119667,-.000021,.000333,13.810581,15.975059,-15.672606,.610021,.609667,89.994278,95.983512,6.394318,6.394318,.000000,.000368
191,3,62,111.881773,-1.120471,1.238227,.000000,.000000,.000000,.610000,-.628227,128.689916,77.840395,6.394318,6.394318,.000000,.000000
