 JDAY,WB,VOLIN(m3),VOLPR(m3),VOLOUT(m3),VOLWD(m3),VOLEV(m3),VOLDT(m3),VOLTRB(m3),VOLICE(m3),%VOLerror,
   365.000,   1,  0.32294591E+10,   0.00000000E+00,  -0.32943973E+10,  -0.79318766E+07,  -0.48750456E+08,   0.82817171E+07,   0.12336097E+09,   0.00000000E+00,   0.90197907E-08,
   379.000,   1,  0.32742914E+10,   0.00000000E+00,  -0.33845374E+10,  -0.80636794E+07,  -0.49316110E+08,   0.85877404E+07,   0.12771937E+09,   0.00000000E+00,  -0.25258090E-08,
   393.000,   1,  0.33234790E+10,   0.00000000E+00,  -0.34486454E+10,  -0.81943162E+07,  -0.49954394E+08,   0.94568032E+07,   0.13123884E+09,   0.00000000E+00,  -0.17019727E-08,
   407.000,   1,  0.33624500E+10,   0.00000000E+00,  -0.35031343E+10,  -0.83183863E+07,  -0.50601562E+08,   0.74368853E+07,   0.13455370E+09,   0.00000000E+00,  -0.76994193E-09,
   421.000,   1,  0.34404095E+10,   0.00000000E+00,  -0.35539294E+10,  -0.84393463E+07,  -0.51002558E+08,   0.82536646E+07,   0.14254281E+09,   0.00000000E+00,  -0.27587374E-08,
   435.000,   1,  0.35304142E+10,   0.00000000E+00,  -0.36064766E+10,  -0.85890344E+07,  -0.51420768E+08,   0.10359575E+08,   0.15282475E+09,   0.00000000E+00,   0.16420658E-08,
   449.000,   1,  0.36045856E+10,   0.00000000E+00,  -0.36618588E+10,  -0.87523299E+07,  -0.52024659E+08,   0.10973202E+08,   0.16157311E+09,   0.00000000E+00,   0.89204856E-09,
   463.000,   1,  0.37047311E+10,   0.00000000E+00,  -0.37234581E+10,  -0.89414631E+07,  -0.53447087E+08,   0.10769452E+08,   0.16951983E+09,   0.00000000E+00,   0.81150316E-09,
   477.000,   1,  0.37755379E+10,   0.00000000E+00,  -0.37809907E+10,  -0.91603992E+07,  -0.54947784E+08,   0.11165902E+08,   0.17722145E+09,   0.00000000E+00,   0.70402841E-09,
   491.000,   1,  0.38997270E+10,   0.00000000E+00,  -0.38385807E+10,  -0.94520530E+07,  -0.57026858E+08,   0.12755749E+08,   0.18400984E+09,   0.00000000E+00,   0.46453278E-09,
   505.000,   1,  0.39946201E+10,   0.00000000E+00,  -0.39036958E+10,  -0.98971858E+07,  -0.59330643E+08,   0.12907640E+08,   0.18822965E+09,   0.00000000E+00,   0.33752622E-09,
   519.000,   1,  0.40511845E+10,   0.00000000E+00,  -0.39826413E+10,  -0.10355153E+08,  -0.62618883E+08,   0.12823229E+08,   0.19276644E+09,   0.00000000E+00,   0.32815901E-09,
   533.000,   1,  0.40808453E+10,   0.00000000E+00,  -0.40816462E+10,  -0.10920036E+08,  -0.66231648E+08,   0.13425568E+08,   0.19639522E+09,   0.00000000E+00,   0.49228666E-09,
   547.000,   1,  0.41120258E+10,   0.00000000E+00,  -0.41726143E+10,  -0.11484919E+08,  -0.69537094E+08,   0.13900623E+08,   0.19893918E+09,   0.00000000E+00,   0.75674241E-09,
   561.000,   1,  0.41467779E+10,   0.00000000E+00,  -0.42554860E+10,  -0.12055635E+08,  -0.72848247E+08,   0.13845057E+08,   0.19959626E+09,   0.00000000E+00,   0.33015586E-08,
   575.000,   1,  0.41753493E+10,   0.00000000E+00,  -0.43376002E+10,  -0.12626566E+08,  -0.75871062E+08,   0.14554897E+08,   0.19987446E+09,   0.00000000E+00,  -0.11973418E-08,
   589.000,   1,  0.42087053E+10,   0.00000000E+00,  -0.44066111E+10,  -0.13192054E+08,  -0.78891957E+08,   0.14422842E+08,   0.20015613E+09,   0.00000000E+00,  -0.12152316E-09,
   603.000,   1,  0.42397201E+10,   0.00000000E+00,  -0.44687328E+10,  -0.13755727E+08,  -0.81748448E+08,   0.15010067E+08,   0.20043434E+09,   0.00000000E+00,  -0.26539184E-09,
   617.000,   1,  0.42729440E+10,   0.00000000E+00,  -0.45321900E+10,  -0.14282462E+08,  -0.84321128E+08,   0.14928279E+08,   0.20071254E+09,   0.00000000E+00,   0.50568703E-10,
   631.000,   1,  0.43013945E+10,   0.00000000E+00,  -0.45926049E+10,  -0.14777189E+08,  -0.86399426E+08,   0.15326452E+08,   0.20099075E+09,   0.00000000E+00,   0.37119672E-10,
   645.000,   1,  0.43188138E+10,   0.00000000E+00,  -0.46539509E+10,  -0.15241025E+08,  -0.88302845E+08,   0.15671724E+08,   0.20126896E+09,   0.00000000E+00,   0.15259985E-09,
   659.000,   1,  0.43274724E+10,   0.00000000E+00,  -0.47066103E+10,  -0.15657127E+08,  -0.89891960E+08,   0.16322647E+08,   0.20147458E+09,   0.00000000E+00,   0.17208718E-09,
   673.000,   1,  0.43378931E+10,   0.00000000E+00,  -0.47559414E+10,  -0.16036071E+08,  -0.91080096E+08,   0.16561975E+08,   0.20150871E+09,   0.00000000E+00,   0.37686945E-09,
   687.000,   1,  0.43515793E+10,   0.00000000E+00,  -0.47945472E+10,  -0.16244122E+08,  -0.91876219E+08,   0.16694602E+08,   0.20155494E+09,   0.00000000E+00,   0.37457989E-09,
   701.000,   1,  0.43922290E+10,   0.00000000E+00,  -0.48328543E+10,  -0.16449579E+08,  -0.92783293E+08,   0.15178179E+08,   0.20159122E+09,   0.00000000E+00,   0.39838493E-09,
   715.000,   1,  0.44674479E+10,   0.00000000E+00,  -0.48843501E+10,  -0.16585054E+08,  -0.93524344E+08,   0.16000486E+08,   0.20453377E+09,   0.00000000E+00,   0.47331263E-09,
   729.000,   1,  0.45568514E+10,   0.00000000E+00,  -0.49378111E+10,  -0.16720527E+08,  -0.93853668E+08,   0.14554358E+08,   0.21230632E+09,   0.00000000E+00,   0.46385993E-09,
   743.000,   1,  0.47323057E+10,   0.00000000E+00,  -0.49889486E+10,  -0.16856997E+08,  -0.93930287E+08,   0.18133214E+08,   0.22234956E+09,   0.00000000E+00,   0.98892181E-09,
   757.000,   1,  0.48245226E+10,   0.00000000E+00,  -0.50443897E+10,  -0.16993683E+08,  -0.94480210E+08,   0.16787401E+08,   0.23225148E+09,   0.00000000E+00,   0.12787203E-08,
   771.000,   1,  0.49129762E+10,   0.00000000E+00,  -0.51005328E+10,  -0.17130367E+08,  -0.94930718E+08,   0.18092906E+08,   0.24158656E+09,   0.00000000E+00,   0.24037613E-08,
   785.000,   1,  0.50518320E+10,   0.00000000E+00,  -0.51572707E+10,  -0.17267048E+08,  -0.95142632E+08,   0.19855136E+08,   0.25158146E+09,   0.00000000E+00,  -0.14697185E-08,
   799.000,   1,  0.52202671E+10,   0.00000000E+00,  -0.52263184E+10,  -0.17418421E+08,  -0.95964706E+08,   0.17652364E+08,   0.26096795E+09,   0.00000000E+00,  -0.53216075E-09,
   813.000,   1,  0.53647810E+10,   0.00000000E+00,  -0.53473481E+10,  -0.17579301E+08,  -0.96779612E+08,   0.15576511E+08,   0.26965088E+09,   0.00000000E+00,  -0.78026685E-09,
   827.000,   1,  0.55379960E+10,   0.00000000E+00,  -0.54508472E+10,  -0.17784853E+08,  -0.97555609E+08,   0.19804823E+08,   0.27834884E+09,   0.00000000E+00,  -0.43457465E-09,
   841.000,   1,  0.56959623E+10,   0.00000000E+00,  -0.55894191E+10,  -0.18059432E+08,  -0.99042693E+08,   0.21322351E+08,   0.28638963E+09,   0.00000000E+00,  -0.41547161E-09,
   855.000,   1,  0.58090194E+10,   0.00000000E+00,  -0.57177864E+10,  -0.18365768E+08,  -0.10076923E+09,   0.20859897E+08,   0.29375559E+09,   0.00000000E+00,  -0.69372431E-10,
   869.000,   1,  0.59360334E+10,   0.00000000E+00,  -0.58212266E+10,  -0.18767353E+08,  -0.10320510E+09,   0.21269090E+08,   0.29750227E+09,   0.00000000E+00,   0.14851160E-09,
   883.000,   1,  0.60755595E+10,   0.00000000E+00,  -0.59130778E+10,  -0.19174002E+08,  -0.10544138E+09,   0.21934924E+08,   0.30357061E+09,   0.00000000E+00,   0.13283344E-09,
   897.000,   1,  0.61740369E+10,   0.00000000E+00,  -0.60042464E+10,  -0.19717100E+08,  -0.10899365E+09,   0.22579313E+08,   0.30620481E+09,   0.00000000E+00,   0.22737078E-09,
   911.000,   1,  0.62219656E+10,   0.00000000E+00,  -0.61186732E+10,  -0.20260223E+08,  -0.11221562E+09,   0.22587438E+08,   0.30675472E+09,   0.00000000E+00,   0.49455876E-09,
   925.000,   1,  0.62677820E+10,   0.00000000E+00,  -0.62321402E+10,  -0.20892977E+08,  -0.11597815E+09,   0.22933582E+08,   0.30700874E+09,   0.00000000E+00,   0.83401575E-09,
   939.000,   1,  0.63094019E+10,   0.00000000E+00,  -0.63695739E+10,  -0.21536484E+08,  -0.11983577E+09,   0.23039936E+08,   0.30726275E+09,   0.00000000E+00,   0.14749925E-08,
   953.000,   1,  0.63526334E+10,   0.00000000E+00,  -0.64704448E+10,  -0.22172604E+08,  -0.12318419E+09,   0.24152109E+08,   0.30751677E+09,   0.00000000E+00,   0.32086823E-08,
   967.000,   1,  0.63898357E+10,   0.00000000E+00,  -0.65475250E+10,  -0.22805225E+08,  -0.12641295E+09,   0.24572516E+08,   0.31101357E+09,   0.00000000E+00,   0.73342880E-08,
   981.000,   1,  0.64388248E+10,   0.00000000E+00,  -0.66096365E+10,  -0.23410887E+08,  -0.12958979E+09,   0.24687991E+08,   0.31666413E+09,   0.00000000E+00,   0.13477378E-07,
   995.000,   1,  0.64764737E+10,   0.00000000E+00,  -0.66711109E+10,  -0.23985447E+08,  -0.13209306E+09,   0.26319932E+08,   0.32265424E+09,   0.00000000E+00,  -0.13201475E-06,
  1009.000,   1,  0.64989320E+10,   0.00000000E+00,  -0.67289171E+10,  -0.24529673E+08,  -0.13487563E+09,   0.25525702E+08,   0.32700568E+09,   0.00000000E+00,  -0.72543693E-08,
  1023.000,   1,  0.65294832E+10,   0.00000000E+00,  -0.67904786E+10,  -0.25009889E+08,  -0.13676580E+09,   0.26118416E+08,   0.33003994E+09,   0.00000000E+00,  -0.42611170E-08,
  1037.000,   1,  0.65666858E+10,   0.00000000E+00,  -0.68503164E+10,  -0.25463005E+08,  -0.13826505E+09,   0.26233593E+08,   0.33007277E+09,   0.00000000E+00,  -0.34068430E-08,
  1051.000,   1,  0.66320206E+10,   0.00000000E+00,  -0.69073185E+10,  -0.25690410E+08,  -0.13950936E+09,   0.25974097E+08,   0.33018907E+09,   0.00000000E+00,  -0.39374344E-08,
  1065.000,   1,  0.66689809E+10,   0.00000000E+00,  -0.69711302E+10,  -0.25917815E+08,  -0.14031734E+09,   0.26779323E+08,   0.33965053E+09,   0.00000000E+00,  -0.35268678E-08,
  1079.000,   1,  0.67223491E+10,   0.00000000E+00,  -0.70398132E+10,  -0.26079891E+08,  -0.14095483E+09,   0.23302764E+08,   0.34873245E+09,   0.00000000E+00,  -0.29285836E-08,
  1093.000,   1,  0.68664272E+10,   0.00000000E+00,  -0.70984281E+10,  -0.26239563E+08,  -0.14180918E+09,   0.22742065E+08,   0.35471973E+09,   0.00000000E+00,  -0.17989240E-07,
  1107.000,   1,  0.69883488E+10,   0.00000000E+00,  -0.71586291E+10,  -0.26387435E+08,  -0.14222698E+09,   0.27920904E+08,   0.36245940E+09,   0.00000000E+00,   0.77829126E-08,
  1121.000,   1,  0.71168747E+10,   0.00000000E+00,  -0.72634507E+10,  -0.26531381E+08,  -0.14242551E+09,   0.27853671E+08,   0.37235288E+09,   0.00000000E+00,   0.46215326E-08,
  1135.000,   1,  0.72409588E+10,   0.00000000E+00,  -0.74075491E+10,  -0.26677268E+08,  -0.14291500E+09,   0.29123130E+08,   0.38208025E+09,   0.00000000E+00,   0.46585463E-08,
  1149.000,   1,  0.73467686E+10,   0.00000000E+00,  -0.75830081E+10,  -0.26824838E+08,  -0.14332027E+09,   0.29442681E+08,   0.39098670E+09,   0.00000000E+00,   0.20980846E-07,
  1163.000,   1,  0.74315926E+10,   0.00000000E+00,  -0.76840611E+10,  -0.26989907E+08,  -0.14388686E+09,   0.28951963E+08,   0.39913224E+09,   0.00000000E+00,   0.90206637E-07,
  1177.000,   1,  0.75433041E+10,   0.00000000E+00,  -0.77600024E+10,  -0.27170135E+08,  -0.14452827E+09,   0.29113562E+08,   0.40695853E+09,   0.00000000E+00,   0.77970525E-08,
  1191.000,   1,  0.76950009E+10,   0.00000000E+00,  -0.78324275E+10,  -0.27352313E+08,  -0.14573059E+09,   0.29452263E+08,   0.41632790E+09,   0.00000000E+00,   0.30420610E-08,
  1205.000,   1,  0.78863267E+10,   0.00000000E+00,  -0.79010876E+10,  -0.27538591E+08,  -0.14703374E+09,   0.30508909E+08,   0.42393580E+09,   0.00000000E+00,   0.15734877E-08,
  1219.000,   1,  0.81029994E+10,   0.00000000E+00,  -0.80048624E+10,  -0.27750138E+08,  -0.14847832E+09,   0.30478513E+08,   0.43164032E+09,   0.00000000E+00,   0.12701337E-08,
  1233.000,   1,  0.83780872E+10,   0.00000000E+00,  -0.81997264E+10,  -0.28077937E+08,  -0.14997586E+09,   0.31849683E+08,   0.43890476E+09,   0.00000000E+00,   0.11740434E-08,
  1247.000,   1,  0.86445536E+10,   0.00000000E+00,  -0.84059669E+10,  -0.28405742E+08,  -0.15227360E+09,   0.33052908E+08,   0.44264665E+09,   0.00000000E+00,   0.95027872E-09,
  1261.000,   1,  0.88549093E+10,   0.00000000E+00,  -0.86155257E+10,  -0.29006491E+08,  -0.15525628E+09,   0.32394045E+08,   0.44430047E+09,   0.00000000E+00,   0.89950744E-09,
  1275.000,   1,  0.89425520E+10,   0.00000000E+00,  -0.87411994E+10,  -0.29617349E+08,  -0.15879308E+09,   0.33540570E+08,   0.44814865E+09,   0.00000000E+00,   0.12085910E-08,
  1289.000,   1,  0.90126112E+10,   0.00000000E+00,  -0.88495188E+10,  -0.30309649E+08,  -0.16322424E+09,   0.30949241E+08,   0.44841475E+09,   0.00000000E+00,   0.15136908E-08,
  1303.000,   1,  0.90858572E+10,   0.00000000E+00,  -0.89917417E+10,  -0.31019695E+08,  -0.16755962E+09,   0.35324118E+08,   0.44868087E+09,   0.00000000E+00,   0.16920817E-08,
  1317.000,   1,  0.91457059E+10,   0.00000000E+00,  -0.91514364E+10,  -0.31662169E+08,  -0.17159183E+09,   0.35608385E+08,   0.44894698E+09,   0.00000000E+00,   0.23152484E-08,
  1331.000,   1,  0.91974494E+10,   0.00000000E+00,  -0.92472900E+10,  -0.32260929E+08,  -0.17515979E+09,   0.36547049E+08,   0.44921310E+09,   0.00000000E+00,   0.27629033E-08,
  1345.000,   1,  0.92516355E+10,   0.00000000E+00,  -0.93303364E+10,  -0.32838771E+08,  -0.17830144E+09,   0.37462586E+08,   0.45294187E+09,   0.00000000E+00,   0.28939016E-08,
  1359.000,   1,  0.92980501E+10,   0.00000000E+00,  -0.94045903E+10,  -0.33384300E+08,  -0.18155730E+09,   0.37789152E+08,   0.45898296E+09,   0.00000000E+00,   0.31110405E-08,
  1373.000,   1,  0.93478089E+10,   0.00000000E+00,  -0.94790037E+10,  -0.33906235E+08,  -0.18410686E+09,   0.37987552E+08,   0.46516225E+09,   0.00000000E+00,   0.42972261E-08,
  1387.000,   1,  0.93709966E+10,   0.00000000E+00,  -0.95593082E+10,  -0.34357420E+08,  -0.18656660E+09,   0.38889476E+08,   0.47225794E+09,   0.00000000E+00,   0.59554841E-08,
  1401.000,   1,  0.93923237E+10,   0.00000000E+00,  -0.96427221E+10,  -0.34799866E+08,  -0.18851388E+09,   0.39261589E+08,   0.47274328E+09,   0.00000000E+00,   0.16218648E-07,
  1415.000,   1,  0.94416354E+10,   0.00000000E+00,  -0.97233119E+10,  -0.35006700E+08,  -0.19001173E+09,   0.38686810E+08,   0.47280505E+09,   0.00000000E+00,   0.14078774E-06,
  1429.000,   1,  0.94761555E+10,   0.00000000E+00,  -0.98018572E+10,  -0.35213549E+08,  -0.19115470E+09,   0.40030344E+08,   0.48019558E+09,   0.00000000E+00,  -0.25746146E-07,
  1443.000,   1,  0.95354737E+10,   0.00000000E+00,  -0.98794566E+10,  -0.35367469E+08,  -0.19182450E+09,   0.39785845E+08,   0.48620042E+09,   0.00000000E+00,  -0.17649588E-07,
  1457.000,   1,  0.96383462E+10,   0.00000000E+00,  -0.99541272E+10,  -0.35515034E+08,  -0.19242153E+09,   0.40943612E+08,   0.49582537E+09,   0.00000000E+00,  -0.11650794E-06,
  1471.000,   1,  0.97589125E+10,   0.00000000E+00,  -0.10040683E+11,  -0.35657685E+08,  -0.19315318E+09,   0.41360816E+08,   0.50292862E+09,   0.00000000E+00,   0.21981977E-07,
  1485.000,   1,  0.98448575E+10,   0.00000000E+00,  -0.10141664E+11,  -0.35797999E+08,  -0.19344556E+09,   0.42052402E+08,   0.51307848E+09,   0.00000000E+00,   0.20394961E-07,
  1499.000,   1,  0.99318966E+10,   0.00000000E+00,  -0.10224284E+11,  -0.35937190E+08,  -0.19380992E+09,   0.42163827E+08,   0.52245162E+09,   0.00000000E+00,   0.14808134E-07,
  1513.000,   1,  0.10056376E+11,   0.00000000E+00,  -0.10323604E+11,  -0.36075083E+08,  -0.19421921E+09,   0.42613825E+08,   0.53173341E+09,   0.00000000E+00,   0.83644444E-08,
  1527.000,   1,  0.10269190E+11,   0.00000000E+00,  -0.10487479E+11,  -0.36254325E+08,  -0.19462900E+09,   0.43795820E+08,   0.54018005E+09,   0.00000000E+00,   0.55183597E-08,
  1541.000,   1,  0.10437128E+11,   0.00000000E+00,  -0.10604899E+11,  -0.36497450E+08,  -0.19532538E+09,   0.44107160E+08,   0.54942377E+09,   0.00000000E+00,   0.40332457E-08,
  1555.000,   1,  0.10589992E+11,   0.00000000E+00,  -0.10738304E+11,  -0.36767805E+08,  -0.19693144E+09,   0.45496362E+08,   0.55824797E+09,   0.00000000E+00,   0.31879166E-08,
  1569.000,   1,  0.10703558E+11,   0.00000000E+00,  -0.10928288E+11,  -0.37163333E+08,  -0.19847457E+09,   0.44322981E+08,   0.56596237E+09,   0.00000000E+00,   0.51217788E-08,
  1583.000,   1,  0.10799609E+11,   0.00000000E+00,  -0.11054409E+11,  -0.37564375E+08,  -0.20013652E+09,   0.45578118E+08,   0.57201953E+09,   0.00000000E+00,   0.56763873E-08,
  1597.000,   1,  0.10903566E+11,   0.00000000E+00,  -0.11149484E+11,  -0.38113525E+08,  -0.20234535E+09,   0.45905795E+08,   0.57328872E+09,   0.00000000E+00,   0.55774816E-08,
  1611.000,   1,  0.10972726E+11,   0.00000000E+00,  -0.11225617E+11,  -0.38662692E+08,  -0.20473371E+09,   0.47098697E+08,   0.57914332E+09,   0.00000000E+00,   0.64794159E-08,
  1625.000,   1,  0.11037767E+11,   0.00000000E+00,  -0.11302912E+11,  -0.39279387E+08,  -0.20741651E+09,   0.46783602E+08,   0.58214162E+09,   0.00000000E+00,   0.67680862E-08,
  1639.000,   1,  0.11082326E+11,   0.00000000E+00,  -0.11397653E+11,  -0.39910829E+08,  -0.21039960E+09,   0.48464101E+08,   0.58239564E+09,   0.00000000E+00,   0.12586707E-07,
  1653.000,   1,  0.11120322E+11,   0.00000000E+00,  -0.11507610E+11,  -0.40579178E+08,  -0.21346901E+09,   0.48722241E+08,   0.58264966E+09,   0.00000000E+00,  -0.83289022E-07,
  1667.000,   1,  0.11172936E+11,   0.00000000E+00,  -0.11639753E+11,  -0.41265021E+08,  -0.21647754E+09,   0.48253022E+08,   0.58290368E+09,   0.00000000E+00,  -0.95637641E-08,
  1681.000,   1,  0.11225497E+11,   0.00000000E+00,  -0.11734726E+11,  -0.41943563E+08,  -0.21925308E+09,   0.48853461E+08,   0.58315769E+09,   0.00000000E+00,  -0.63999772E-08,
  1695.000,   1,  0.11280926E+11,   0.00000000E+00,  -0.11811621E+11,  -0.42613682E+08,  -0.22164527E+09,   0.49194435E+08,   0.58480850E+09,   0.00000000E+00,  -0.57912183E-08,
  1709.000,   1,  0.11331852E+11,   0.00000000E+00,  -0.11874047E+11,  -0.43269581E+08,  -0.22412680E+09,   0.49619051E+08,   0.58530430E+09,   0.00000000E+00,  -0.55262670E-08,
  1723.000,   1,  0.11384839E+11,   0.00000000E+00,  -0.11934888E+11,  -0.43882852E+08,  -0.22643382E+09,   0.50047674E+08,   0.58552203E+09,   0.00000000E+00,  -0.60692673E-08,
  1737.000,   1,  0.11438602E+11,   0.00000000E+00,  -0.11992238E+11,  -0.44470192E+08,  -0.22822622E+09,   0.50039041E+08,   0.58573975E+09,   0.00000000E+00,  -0.62707061E-08,
  1751.000,   1,  0.11463374E+11,   0.00000000E+00,  -0.12045066E+11,  -0.44841539E+08,  -0.22973046E+09,   0.50615462E+08,   0.58595748E+09,   0.00000000E+00,  -0.55694192E-08,
  1765.000,   1,  0.11525500E+11,   0.00000000E+00,  -0.12100561E+11,  -0.45212886E+08,  -0.23096267E+09,   0.50782033E+08,   0.58606850E+09,   0.00000000E+00,  -0.59511283E-08,
  1779.000,   1,  0.11561867E+11,   0.00000000E+00,  -0.12157458E+11,  -0.45414667E+08,  -0.23179094E+09,   0.51738437E+08,   0.58716652E+09,   0.00000000E+00,  -0.55101000E-08,
  1793.000,   1,  0.11599278E+11,   0.00000000E+00,  -0.12220644E+11,  -0.45596107E+08,  -0.23248098E+09,   0.51064687E+08,   0.59707879E+09,   0.00000000E+00,  -0.51281184E-08,
  1807.000,   1,  0.11668880E+11,   0.00000000E+00,  -0.12281548E+11,  -0.45751237E+08,  -0.23312891E+09,   0.52008983E+08,   0.60721262E+09,   0.00000000E+00,  -0.59109344E-08,
  1821.000,   1,  0.11735190E+11,   0.00000000E+00,  -0.12346635E+11,  -0.45897599E+08,  -0.23353505E+09,   0.53104944E+08,   0.61743765E+09,   0.00000000E+00,  -0.64265519E-08,
  1835.000,   1,  0.11885626E+11,   0.00000000E+00,  -0.12394875E+11,  -0.46010260E+08,  -0.23380930E+09,   0.43145989E+08,   0.62640696E+09,   0.00000000E+00,  -0.11324530E-07,
  1849.000,   1,  0.12039083E+11,   0.00000000E+00,  -0.12447260E+11,  -0.46093724E+08,  -0.23409402E+09,   0.53554047E+08,   0.63626594E+09,   0.00000000E+00,   0.98551504E-06,
  1863.000,   1,  0.12170654E+11,   0.00000000E+00,  -0.12511604E+11,  -0.46198572E+08,  -0.23431835E+09,   0.55584183E+08,   0.64603941E+09,   0.00000000E+00,   0.16731857E-07,
  1877.000,   1,  0.12291464E+11,   0.00000000E+00,  -0.12641609E+11,  -0.46348563E+08,  -0.23454358E+09,   0.58359125E+08,   0.65535811E+09,   0.00000000E+00,   0.16138139E-07,
  1891.000,   1,  0.12470042E+11,   0.00000000E+00,  -0.12778819E+11,  -0.46466279E+08,  -0.23494682E+09,   0.56319844E+08,   0.66477686E+09,   0.00000000E+00,   0.10460236E-07,
  1905.000,   1,  0.12611997E+11,   0.00000000E+00,  -0.12904306E+11,  -0.46515872E+08,  -0.23579154E+09,   0.57426600E+08,   0.67050540E+09,   0.00000000E+00,   0.84892036E-08,
  1919.000,   1,  0.12979000E+11,   0.00000000E+00,  -0.13244578E+11,  -0.46576872E+08,  -0.23658377E+09,   0.56216141E+08,   0.67617726E+09,   0.00000000E+00,   0.71204251E-08,
  1933.000,   1,  0.13223710E+11,   0.00000000E+00,  -0.13384938E+11,  -0.46732912E+08,  -0.23786939E+09,   0.57658675E+08,   0.68354772E+09,   0.00000000E+00,   0.43191887E-08,
  1947.000,   1,  0.13433894E+11,   0.00000000E+00,  -0.13527302E+11,  -0.46888950E+08,  -0.23930787E+09,   0.57955813E+08,   0.69121096E+09,   0.00000000E+00,   0.35095051E-08,
  1961.000,   1,  0.13683977E+11,   0.00000000E+00,  -0.13687637E+11,  -0.47214116E+08,  -0.24095035E+09,   0.61122380E+08,   0.69871687E+09,   0.00000000E+00,   0.28676973E-08,
  1975.000,   1,  0.14176421E+11,   0.00000000E+00,  -0.14147011E+11,  -0.47545543E+08,  -0.24296167E+09,   0.61503278E+08,   0.70494146E+09,   0.00000000E+00,   0.28113990E-08,
  1989.000,   1,  0.14521379E+11,   0.00000000E+00,  -0.14456137E+11,  -0.48018502E+08,  -0.24593997E+09,   0.61220915E+08,   0.70949609E+09,   0.00000000E+00,   0.29148060E-08,
  2003.000,   1,  0.14751095E+11,   0.00000000E+00,  -0.14728758E+11,  -0.48538626E+08,  -0.24877805E+09,   0.61088717E+08,   0.71462518E+09,   0.00000000E+00,   0.27767313E-08,
  2017.000,   1,  0.14874522E+11,   0.00000000E+00,  -0.14864412E+11,  -0.49172613E+08,  -0.25199138E+09,   0.61806708E+08,   0.71736022E+09,   0.00000000E+00,   0.27764672E-08,
  2031.000,   1,  0.14959987E+11,   0.00000000E+00,  -0.14996029E+11,  -0.49880220E+08,  -0.25589962E+09,   0.62329411E+08,   0.71763843E+09,   0.00000000E+00,   0.30559834E-08,
  2045.000,   1,  0.15025063E+11,   0.00000000E+00,  -0.15126097E+11,  -0.50605885E+08,  -0.26006014E+09,   0.62313468E+08,   0.71791663E+09,   0.00000000E+00,   0.37973420E-08,
  2059.000,   1,  0.15087677E+11,   0.00000000E+00,  -0.15246782E+11,  -0.51359488E+08,  -0.26410546E+09,   0.64151824E+08,   0.71820349E+09,   0.00000000E+00,   0.49589312E-08,
  2073.000,   1,  0.15152210E+11,   0.00000000E+00,  -0.15359958E+11,  -0.52090168E+08,  -0.26761788E+09,   0.64435136E+08,   0.71939899E+09,   0.00000000E+00,   0.59534472E-08,
  2087.000,   1,  0.15198800E+11,   0.00000000E+00,  -0.15465104E+11,  -0.52715532E+08,  -0.27071068E+09,   0.64237225E+08,   0.72441888E+09,   0.00000000E+00,   0.73323690E-08,
  2101.000,   1,  0.15242060E+11,   0.00000000E+00,  -0.15558369E+11,  -0.53335002E+08,  -0.27322991E+09,   0.64914206E+08,   0.72987060E+09,   0.00000000E+00,   0.10380507E-07,
  2115.000,   1,  0.15288364E+11,   0.00000000E+00,  -0.15652732E+11,  -0.53795850E+08,  -0.27561949E+09,   0.65024226E+08,   0.73507611E+09,   0.00000000E+00,   0.14057065E-07,
  2129.000,   1,  0.15317093E+11,   0.00000000E+00,  -0.15733966E+11,  -0.54256728E+08,  -0.27740548E+09,   0.65992569E+08,   0.73513833E+09,   0.00000000E+00,   0.28157732E-07,
  2143.000,   1,  0.15364007E+11,   0.00000000E+00,  -0.15811668E+11,  -0.54584435E+08,  -0.27883866E+09,   0.65765943E+08,   0.73517029E+09,   0.00000000E+00,   0.75724685E-07,
  2157.000,   1,  0.15409965E+11,   0.00000000E+00,  -0.15896649E+11,  -0.54883208E+08,  -0.28003633E+09,   0.67621482E+08,   0.74336737E+09,   0.00000000E+00,  -0.13808284E-06,
  2171.000,   1,  0.15525677E+11,   0.00000000E+00,  -0.15977797E+11,  -0.55074447E+08,  -0.28116363E+09,   0.67602692E+08,   0.75301355E+09,   0.00000000E+00,   0.44080127E-07,
  2185.000,   1,  0.15709175E+11,   0.00000000E+00,  -0.16066188E+11,  -0.55214757E+08,  -0.28165866E+09,   0.76346315E+08,   0.76274444E+09,   0.00000000E+00,   0.10663209E-07,
  2199.000,   1,  0.16601370E+11,   0.00000000E+00,  -0.17132763E+11,  -0.55351138E+08,  -0.28204562E+09,   0.61809688E+08,   0.76990993E+09,   0.00000000E+00,  -0.36316174E-07,
  2213.000,   1,  0.16904860E+11,   0.00000000E+00,  -0.17598433E+11,  -0.55482989E+08,  -0.28237035E+09,   0.65642054E+08,   0.77967784E+09,   0.00000000E+00,  -0.86762524E-08,
  2227.000,   1,  0.17165292E+11,   0.00000000E+00,  -0.17770219E+11,  -0.55605758E+08,  -0.28262391E+09,   0.70090859E+08,   0.78966965E+09,   0.00000000E+00,  -0.18165489E-07,
  2241.000,   1,  0.17426061E+11,   0.00000000E+00,  -0.18131235E+11,  -0.55701318E+08,  -0.28310566E+09,   0.67522252E+08,   0.80007495E+09,   0.00000000E+00,  -0.96795352E-08,
