JDAY,Fl Wt Ave Temp,,Flow Weighted Average - Water Temperature below Folsom Reservoir (JDAY1 = 1/1/2000)
3229,16.33,,
3230,16.22,,
3231,16.16,,
3232,15.82,,
3233,15.77,,
3234,15.70,,
3235,15.62,,
3236,15.48,,
3237,12.71,,
3238,12.35,,
3239,11.75,,
3240,11.95,,
3241,12.21,,
3242,12.54,,
3243,12.70,,
3244,12.91,,
3245,13.18,,
3246,13.26,,
3247,13.51,,
3248,13.37,,
3249,13.50,,
3250,13.50,,
3251,13.37,,
3252,13.36,,
3253,13.16,,
3254,13.30,,
3255,13.89,,
3256,14.14,,
3257,14.01,,
3258,13.85,,
3259,13.86,,
3260,13.68,,
3261,13.67,,
3262,13.46,,
3263,13.25,,
3264,13.10,,
3265,12.97,,
3266,12.67,,
3267,12.54,,
3268,12.39,,
3269,12.18,,
3270,12.01,,
3271,11.65,,
3272,11.40,,
3273,11.14,,
3274,10.98,,
3275,10.68,,
3276,10.50,,
3277,10.26,,
3278,10.09,,
3279,10.01,,
3280,9.86,,
3281,9.96,,
3282,9.67,,
3283,9.58,,
3284,9.56,,
3285,9.42,,
3286,9.41,,
3287,9.27,,
3288,9.15,,
3289,9.14,,
3290,8.94,,
3291,9.04,,
3292,8.90,,
3293,8.70,,
3294,8.64,,
3295,8.66,,
3296,8.65,,
3297,8.61,,
3298,8.58,,
3299,8.50,,
3300,8.50,,
3301,8.37,,
3302,8.44,,
3303,8.45,,
3304,8.31,,
3305,8.39,,
3306,8.34,,
3307,8.20,,
3308,8.16,,
3309,8.23,,
3310,8.20,,
3311,8.03,,
3312,7.99,,
3313,8.12,,
3314,8.17,,
3315,8.11,,
3316,8.15,,
3317,8.21,,
3318,8.20,,
3319,7.91,,
3320,7.94,,
3321,7.97,,
3322,7.89,,
3323,8.04,,
3324,7.78,,
3325,7.90,,
3326,7.96,,
3327,7.87,,
3328,7.99,,
3329,8.23,,
3330,7.94,,
3331,8.54,,
3332,8.44,,
3333,8.37,,
3334,8.22,,
3335,8.31,,
3336,8.18,,
3337,8.36,,
3338,8.47,,
3339,8.39,,
3340,8.32,,
3341,8.20,,
3342,8.31,,
3343,8.48,,
3344,8.21,,
3345,8.14,,
3346,8.45,,
3347,8.79,,
3348,9.41,,
3349,8.46,,
3350,8.57,,
3351,8.69,,
3352,8.64,,
3353,8.50,,
3354,8.53,,
3355,8.52,,
3356,8.50,,
3357,8.47,,
3358,8.44,,
3359,9.04,,
3360,9.13,,
3361,8.25,,
3362,8.49,,
3363,8.72,,
3364,9.24,,
3365,9.63,,
3366,9.60,,
3367,9.59,,
3368,8.70,,
3369,8.98,,
3370,9.90,,
3371,9.75,,
3372,9.61,,
3373,9.96,,
3374,9.73,,
3375,9.80,,
3376,10.37,,
3377,9.98,,
3378,10.10,,
3379,10.31,,
3380,9.84,,
3381,10.38,,
3382,10.30,,
3383,10.56,,
3384,12.24,,
3385,12.37,,
3386,12.11,,
3387,11.44,,
3388,10.38,,
3389,10.28,,
3390,10.41,,
3391,10.38,,
3392,10.71,,
3393,10.71,,
3394,10.64,,
3395,10.72,,
3396,10.73,,
3397,10.78,,
3398,10.82,,
3399,10.89,,
3400,10.91,,
3401,10.85,,
3402,11.16,,
3403,11.04,,
3404,11.13,,
3405,10.68,,
3406,11.01,,
3407,11.32,,
3408,11.43,,
3409,11.41,,
3410,11.46,,
3411,11.30,,
3412,11.22,,
3413,11.01,,
3414,10.87,,
3415,11.00,,
3416,10.63,,
3417,10.67,,
3418,10.69,,
3419,10.68,,
3420,10.98,,
3421,10.74,,
3422,10.91,,
3423,10.91,,
3424,10.97,,
3425,10.98,,
3426,11.08,,
3427,11.23,,
3428,11.22,,
3429,11.13,,
3430,11.27,,
3431,11.33,,
3432,11.38,,
3433,11.52,,
3434,11.45,,
3435,11.49,,
3436,11.63,,
3437,11.72,,
3438,11.74,,
3439,11.79,,
3440,11.80,,
3441,11.85,,
3442,11.83,,
3443,12.05,,
3444,12.13,,
3445,12.11,,
3446,12.19,,
3447,12.24,,
3448,12.28,,
3449,12.38,,
3450,12.28,,
3451,12.59,,
3452,12.42,,
3453,12.61,,
3454,12.78,,
3455,12.92,,
3456,12.83,,
3457,12.71,,
3458,12.68,,
3459,12.93,,
3460,13.24,,
3461,12.93,,
3462,13.09,,
3463,13.25,,
3464,13.48,,
3465,13.62,,
3466,13.52,,
3467,13.71,,
3468,13.86,,
3469,14.13,,
3470,14.11,,
3471,14.30,,
3472,14.56,,
3473,14.65,,
3474,14.79,,
3475,15.16,,
3476,14.19,,
3477,13.94,,
3478,14.18,,
3479,14.72,,
3480,15.26,,
3481,15.06,,
3482,15.28,,
3483,15.57,,
3484,15.97,,
3485,15.20,,
3486,16.41,,
3487,16.45,,
3488,16.57,,
3489,16.71,,
3490,16.78,,
3491,17.00,,
3492,17.00,,
3493,16.28,,
3494,15.96,,
3495,16.25,,
3496,16.41,,
3497,15.21,,
3498,14.01,,
3499,14.22,,
3500,14.42,,
3501,14.67,,
3502,14.91,,
3503,15.19,,
3504,15.35,,
3505,15.48,,
3506,15.75,,
3507,16.07,,
3508,16.20,,
3509,16.39,,
3510,16.56,,
3511,16.79,,
3512,16.89,,
3513,16.37,,
3514,16.72,,
3515,16.95,,
3516,17.27,,
3517,17.37,,
3518,17.17,,
3519,17.29,,
3520,17.49,,
3521,17.04,,
3522,17.16,,
3523,17.33,,
3524,17.58,,
3525,17.36,,
3526,17.26,,
3527,16.72,,
3528,16.60,,
3529,16.81,,
3530,16.87,,
3531,17.33,,
3578,16.99,,
3579,16.82,,
3580,17.03,,
3581,16.94,,
3582,16.88,,
3583,16.90,,
3584,16.86,,
3585,16.86,,
3586,16.84,,
3587,16.80,,
3588,16.95,,
3589,16.47,,
3590,16.26,,
3591,16.19,,
3592,16.16,,
3593,16.16,,
3594,16.14,,
3595,16.09,,
3596,15.99,,
3597,15.30,,
3598,15.28,,
3599,15.35,,
3600,15.23,,
3601,15.24,,
3602,14.74,,
3603,14.02,,
3604,13.87,,
3605,13.98,,
3606,13.84,,
3607,13.48,,
3608,13.68,,
3609,13.43,,
3610,13.55,,
3611,13.21,,
3612,13.00,,
3613,13.09,,
3614,12.89,,
3615,12.90,,
3616,13.04,,
3617,13.22,,
3618,13.23,,
3619,13.05,,
3620,13.00,,
3621,12.83,,
3622,12.65,,
3623,12.55,,
3624,12.41,,
3625,12.27,,
3626,12.15,,
3627,11.95,,
3628,11.63,,
3629,11.46,,
3630,11.23,,
3631,10.98,,
3632,10.80,,
3633,10.66,,
3634,10.46,,
3635,10.36,,
3636,10.30,,
3637,10.09,,
3638,9.99,,
3639,9.95,,
3640,9.95,,
3641,9.93,,
3642,9.87,,
3643,9.79,,
3644,9.84,,
3645,9.79,,
3646,9.74,,
3647,9.68,,
3648,9.58,,
3649,9.43,,
3650,9.44,,
3651,9.25,,
3652,9.18,,
3653,9.20,,
3654,9.27,,
3655,9.24,,
3656,9.32,,
3657,9.24,,
3658,9.11,,
3659,9.03,,
3660,9.09,,
3661,9.03,,
3662,8.98,,
3663,9.07,,
3664,9.01,,
3665,8.98,,
3666,9.02,,
3667,9.22,,
3668,9.18,,
3669,8.97,,
3670,9.03,,
3671,8.93,,
3672,9.01,,
3673,8.93,,
3674,8.97,,
3675,8.91,,
3676,8.79,,
3677,8.72,,
3678,8.61,,
3679,8.55,,
3680,8.51,,
3681,8.46,,
3682,8.38,,
3683,8.22,,
3684,8.32,,
3685,8.24,,
3686,8.21,,
3687,8.27,,
3688,8.23,,
3689,8.29,,
3690,8.26,,
3691,8.40,,
3692,8.45,,
3693,8.86,,
3694,9.05,,
3695,8.91,,
3696,9.03,,
3697,9.39,,
3698,9.44,,
3699,9.51,,
3700,9.55,,
3701,9.74,,
3702,9.76,,
3703,9.36,,
3704,9.19,,
3705,8.82,,
3706,9.56,,
3707,9.56,,
3708,9.16,,
3709,9.63,,
3710,9.46,,
3711,9.56,,
3712,9.82,,
3713,9.67,,
3714,9.39,,
3715,9.23,,
3716,9.61,,
3717,9.84,,
3718,9.76,,
3719,9.68,,
3720,9.10,,
3721,9.60,,
3722,9.60,,
3723,9.71,,
3724,9.49,,
3725,9.72,,
3726,9.83,,
3727,9.81,,
3728,9.90,,
3729,9.76,,
3730,10.06,,
3731,10.00,,
3732,10.03,,
3733,9.96,,
3734,10.08,,
3735,10.06,,
3736,9.87,,
3737,9.97,,
3738,10.52,,
3739,10.10,,
3740,10.19,,
3741,10.00,,
3742,9.81,,
3743,10.45,,
3744,10.54,,
3745,10.09,,
3746,10.47,,
3747,10.15,,
3748,10.34,,
3749,10.60,,
3750,10.40,,
3751,10.33,,
3752,10.27,,
3753,10.02,,
3754,10.26,,
3755,10.37,,
3756,10.81,,
3757,10.97,,
3758,11.21,,
3759,11.13,,
3760,11.40,,
3761,11.47,,
3762,11.26,,
3763,10.94,,
3764,11.27,,
3765,11.20,,
3766,11.36,,
3767,11.30,,
3768,11.43,,
3769,11.09,,
3770,10.58,,
3771,10.99,,
3772,11.66,,
3773,11.48,,
3774,11.28,,
3775,11.63,,
3776,11.35,,
3777,11.37,,
3778,11.44,,
3779,11.50,,
3780,11.35,,
3781,11.25,,
3782,11.29,,
3783,11.05,,
3784,11.77,,
3785,11.47,,
3786,11.39,,
3787,11.33,,
3788,11.40,,
3789,11.31,,
3790,11.51,,
3791,11.47,,
3792,11.41,,
3793,11.63,,
3794,11.28,,
3795,11.65,,
3796,11.76,,
3797,11.59,,
3798,11.85,,
3799,11.59,,
3800,11.86,,
3801,11.89,,
3802,11.79,,
3803,11.67,,
3804,11.51,,
3805,11.69,,
3806,11.65,,
3807,11.67,,
3808,11.78,,
3809,11.71,,
3810,11.74,,
3811,11.82,,
3812,11.82,,
3813,11.94,,
3814,12.10,,
3815,12.21,,
3816,12.32,,
3817,12.30,,
3818,12.32,,
3819,12.41,,
3820,12.54,,
3821,12.51,,
3822,12.48,,
3823,12.69,,
3824,12.80,,
3825,12.68,,
3826,12.72,,
3827,12.77,,
3828,12.90,,
3829,13.01,,
3830,12.95,,
3831,13.02,,
3832,13.05,,
3833,13.19,,
3834,13.23,,
3835,13.28,,
3836,13.39,,
3837,13.35,,
3838,13.48,,
3839,13.61,,
3840,13.72,,
3841,13.75,,
3842,13.87,,
3843,13.94,,
3844,14.01,,
3845,14.12,,
3846,14.29,,
3847,14.56,,
3848,14.53,,
3849,14.63,,
3850,14.51,,
3851,14.98,,
3852,14.98,,
3853,15.10,,
3854,15.29,,
3855,15.08,,
3856,15.14,,
3857,15.17,,
3858,15.35,,
3859,15.48,,
3860,15.16,,
3861,15.45,,
3862,15.58,,
3863,15.64,,
3864,15.76,,
3865,16.00,,
3866,16.54,,
3867,15.95,,
3868,15.55,,
3869,16.13,,
3870,15.96,,
3871,14.97,,
3872,14.77,,
3873,14.25,,
3874,16.12,,
3875,15.31,,
3876,14.07,,
3877,14.10,,
3878,14.25,,
3879,14.33,,
3880,14.02,,
3881,14.13,,
3882,14.15,,
3883,14.01,,
3884,14.51,,
3885,14.68,,
3886,14.74,,
3887,14.85,,
3888,14.93,,
3889,14.58,,
3890,14.36,,
3891,15.07,,
3892,14.84,,
3893,15.19,,
3894,15.32,,
3895,15.37,,
3896,15.36,,
3897,14.74,,
3898,14.71,,
3899,14.86,,
3900,15.07,,
3901,14.89,,
3902,15.06,,
3903,14.93,,
3904,15.05,,
3905,15.46,,
3906,15.10,,
3907,15.44,,
3908,15.52,,
3909,15.58,,
3910,15.55,,
3911,15.58,,
3912,15.43,,
3913,15.47,,
3914,15.19,,
3915,15.26,,
3916,15.25,,
3917,15.18,,
3918,15.27,,
3919,15.22,,
3920,15.33,,
3921,15.43,,
3922,15.40,,
3923,15.49,,
3924,15.44,,
3925,15.39,,
3926,15.40,,
3927,15.47,,
3928,15.50,,
3929,15.69,,
3930,15.73,,
3931,15.79,,
3932,15.82,,
3933,15.88,,
3934,15.86,,
3935,16.06,,
3936,15.98,,
3937,15.94,,
3938,16.02,,
3939,16.05,,
3940,16.06,,
3941,16.16,,
3942,16.11,,
3943,16.18,,
3944,16.23,,
3945,16.24,,
3946,16.25,,
3947,15.10,,
3948,15.64,,
3949,15.72,,
3950,15.50,,
3951,15.77,,
3952,15.36,,
3953,15.22,,
3954,15.19,,
3955,15.24,,
3956,15.14,,
3957,15.32,,
3958,15.28,,
3959,15.30,,
3960,15.23,,
3961,15.25,,
3962,15.33,,
3963,15.06,,
3964,15.02,,
3965,15.21,,
3966,15.11,,
3967,15.09,,
3968,15.10,,
3969,15.00,,
3970,14.78,,
3971,14.77,,
3972,14.60,,
3973,14.21,,
3974,14.16,,
3975,14.00,,
3976,13.86,,
3977,13.68,,
3978,13.63,,
3979,13.37,,
3980,13.09,,
3981,13.12,,
3982,12.84,,
3983,12.50,,
3984,12.14,,
3985,12.16,,
3986,11.81,,
3987,11.78,,
3988,11.73,,
3989,11.60,,
3990,11.36,,
3991,11.20,,
3992,11.18,,
3993,11.29,,
3994,11.25,,
3995,11.05,,
3996,10.89,,
3997,10.73,,
3998,10.64,,
3999,10.74,,
4000,10.51,,
4001,10.40,,
4002,10.52,,
4003,10.75,,
4004,10.58,,
4005,10.14,,
4006,10.12,,
4007,10.04,,
4008,9.81,,
4009,9.57,,
4010,9.35,,
4011,9.31,,
4012,9.28,,
4013,9.35,,
4014,9.33,,
4015,9.28,,
4016,9.34,,
4017,9.39,,
4018,9.21,,
4019,8.97,,
4020,8.62,,
4021,8.28,,
4022,8.10,,
4023,8.01,,
4024,7.95,,
4025,8.02,,
4026,7.91,,
4027,7.87,,
4028,7.83,,
4029,7.49,,
4030,7.37,,
4031,7.27,,
4032,7.20,,
4033,7.15,,
4034,7.11,,
4035,7.17,,
4036,7.20,,
4037,7.20,,
4038,7.27,,
4039,7.32,,
4040,7.35,,
4041,7.35,,
4042,7.32,,
4043,7.32,,
4044,7.25,,
4045,7.25,,
4046,7.25,,
4047,7.24,,
4048,7.24,,
4049,7.31,,
4050,7.38,,
4051,7.46,,
4052,7.34,,
4053,7.33,,
4054,7.29,,
4055,7.43,,
4056,7.40,,
4057,7.55,,
4058,7.59,,
4059,7.55,,
4060,7.48,,
4061,7.43,,
4062,7.47,,
4063,7.40,,
4064,7.45,,
4065,7.51,,
4066,7.71,,
4067,7.84,,
4068,7.80,,
4069,7.75,,
4070,7.51,,
4071,7.59,,
4072,7.42,,
4073,7.25,,
4074,7.35,,
4075,7.52,,
4076,7.53,,
4077,7.43,,
4078,7.80,,
4079,7.79,,
4080,7.99,,
4081,8.26,,
4082,8.41,,
4083,8.44,,
4084,8.16,,
4085,7.85,,
4086,8.05,,
4087,7.97,,
4088,8.12,,
4089,8.24,,
4090,8.41,,
4091,8.64,,
4092,8.65,,
4093,8.47,,
4094,8.95,,
4095,8.58,,
4096,8.79,,
4097,8.90,,
4098,8.69,,
4099,8.66,,
4100,8.57,,
4101,8.53,,
4102,8.68,,
4103,8.69,,
4104,8.60,,
4105,8.66,,
4106,8.95,,
4107,9.17,,
4108,9.43,,
4109,9.88,,
4110,9.60,,
4111,10.20,,
4112,10.07,,
4113,10.08,,
4114,9.95,,
4115,9.34,,
4116,10.62,,
4117,10.36,,
4118,9.79,,
4119,9.74,,
4120,9.79,,
4121,9.23,,
4122,10.44,,
4123,10.45,,
4124,10.63,,
4125,9.95,,
4126,9.91,,
4127,10.60,,
4128,10.14,,
4129,9.99,,
4130,11.10,,
4131,10.40,,
4132,10.28,,
4133,9.92,,
4134,11.12,,
4135,11.12,,
4136,9.98,,
4137,11.43,,
4138,11.81,,
4139,11.38,,
4140,11.32,,
4141,11.25,,
4142,11.69,,
4143,11.88,,
4144,11.30,,
4145,10.67,,
4146,10.73,,
4147,11.92,,
4148,11.71,,
4149,11.06,,
4150,11.33,,
4151,11.48,,
4152,10.84,,
4153,11.42,,
4154,11.61,,
4155,10.92,,
4156,11.64,,
4157,11.57,,
4158,11.34,,
4159,11.15,,
4160,11.25,,
4161,11.34,,
4162,11.57,,
4163,11.15,,
4164,11.05,,
4165,10.80,,
4166,10.83,,
4167,10.84,,
4168,10.58,,
4169,10.82,,
4170,10.78,,
4171,11.32,,
4172,11.58,,
4173,11.54,,
4174,11.66,,
4175,11.33,,
4176,11.88,,
4177,11.89,,
4178,12.20,,
4179,12.06,,
4180,12.04,,
4181,12.59,,
4182,12.49,,
4183,12.58,,
4184,12.92,,
4185,13.24,,
4186,13.31,,
4187,13.24,,
4188,13.64,,
4189,13.84,,
4190,14.04,,
4191,13.88,,
4192,13.67,,
4193,13.47,,
4194,13.07,,
4195,13.17,,
4196,13.10,,
4197,13.48,,
4198,13.91,,
4199,14.16,,
4200,13.70,,
4201,12.45,,
4202,12.46,,
4203,12.61,,
4204,13.49,,
4205,13.48,,
4206,13.30,,
4207,12.90,,
4208,12.71,,
4209,12.79,,
4210,12.88,,
4211,12.94,,
4212,12.99,,
4213,12.95,,
4214,13.02,,
4215,13.10,,
4216,13.11,,
4217,13.16,,
4218,13.22,,
4219,13.18,,
4220,13.33,,
4221,13.40,,
4222,13.49,,
4223,13.49,,
4224,13.58,,
4225,13.56,,
4226,13.66,,
4227,13.72,,
4228,13.82,,
4229,13.84,,
4230,13.87,,
4231,13.44,,
4232,13.33,,
4233,13.35,,
4234,13.68,,
4235,13.84,,
4236,13.78,,
4237,13.98,,
4238,13.76,,
4239,12.88,,
4240,12.61,,
4241,13.93,,
4242,14.09,,
4243,14.11,,
4244,14.23,,
4245,14.21,,
4246,14.30,,
4247,14.37,,
4248,14.42,,
4249,14.33,,
4250,14.48,,
4251,14.58,,
4252,14.65,,
4253,14.63,,
4254,14.64,,
4255,14.55,,
4256,14.79,,
4257,14.82,,
4258,14.98,,
4259,15.04,,
4260,15.02,,
4261,15.07,,
4262,15.14,,
4263,15.22,,
4264,15.25,,
4265,15.28,,
4266,15.41,,
4267,15.50,,
4268,15.54,,
4269,15.57,,
4270,15.72,,
4271,15.75,,
4272,15.71,,
4273,15.56,,
4274,15.55,,
4275,14.76,,
4276,14.43,,
4277,14.47,,
4278,14.59,,
4279,14.67,,
4280,14.80,,
4281,14.87,,
4282,14.92,,
4283,14.99,,
4284,15.02,,
4285,15.10,,
4286,15.12,,
4287,15.21,,
4288,15.29,,
4289,15.35,,
4290,15.35,,
4291,15.45,,
4292,15.45,,
4293,15.50,,
4294,15.55,,
4295,15.59,,
4296,15.78,,
4297,15.09,,
4298,15.92,,
4299,15.99,,
4300,16.04,,
4301,16.00,,
4302,16.13,,
4303,16.13,,
4304,16.26,,
4305,15.97,,
4306,15.83,,
4307,15.86,,
4308,15.91,,
4309,16.00,,
4310,16.13,,
4311,16.18,,
4312,16.18,,
4313,16.27,,
4314,16.23,,
4315,16.31,,
4316,16.31,,
4317,16.20,,
4318,16.23,,
4319,16.24,,
4320,15.27,,
4321,15.26,,
4322,15.26,,
4323,15.33,,
4324,15.14,,
4325,15.04,,
4326,15.14,,
4327,14.94,,
4328,15.13,,
4329,14.99,,
4330,15.06,,
4331,15.01,,
4332,14.90,,
4333,14.77,,
4334,14.71,,
4335,14.71,,
4336,14.65,,
4337,14.87,,
4338,14.28,,
4339,14.11,,
4340,14.17,,
4341,14.22,,
4342,14.11,,
4343,14.04,,
4344,14.11,,
4345,13.91,,
4346,13.91,,
4347,13.77,,
4348,13.76,,
4349,13.51,,
4350,13.55,,
4351,13.48,,
4352,13.56,,
4353,13.58,,
4354,13.29,,
4355,13.19,,
4356,12.93,,
4357,12.69,,
4358,12.47,,
4359,12.31,,
4360,12.11,,
4361,12.03,,
4362,11.88,,
4363,11.66,,
4364,11.56,,
4365,11.40,,
4366,11.23,,
4367,11.14,,
4368,10.94,,
4369,10.96,,
4370,10.84,,
4371,10.65,,
4372,10.64,,
4373,10.65,,
4374,10.58,,
4375,10.34,,
4376,10.27,,
4377,10.11,,
4378,9.98,,
4379,9.78,,
4380,9.74,,
4381,9.56,,
4382,9.44,,
4383,9.45,,
4384,9.46,,
4385,9.32,,
4386,9.22,,
4387,9.14,,
4388,9.16,,
4389,9.08,,
4390,9.25,,
4391,9.06,,
4392,9.05,,
4393,8.92,,
4394,8.85,,
4395,8.89,,
4396,8.88,,
4397,8.83,,
4398,8.53,,
4399,8.72,,
4400,8.70,,
4401,8.54,,
4402,8.48,,
4403,8.39,,
4404,8.49,,
4405,8.51,,
4406,8.51,,
4407,8.41,,
4408,8.30,,
4409,8.17,,
4410,8.23,,
4411,8.22,,
4412,8.33,,
4413,8.21,,
4414,8.19,,
4415,8.25,,
4416,8.21,,
4417,8.28,,
4418,8.33,,
4419,8.26,,
4420,8.27,,
4421,8.28,,
4422,8.25,,
4423,8.36,,
4424,8.20,,
4425,8.27,,
4426,8.29,,
4427,8.20,,
4428,8.34,,
4429,8.54,,
4430,9.12,,
4431,9.19,,
4432,9.21,,
4433,9.21,,
4434,9.23,,
4435,9.25,,
4436,9.35,,
4437,9.74,,
4438,9.39,,
4439,9.49,,
4440,9.35,,
4441,9.35,,
4442,9.10,,
4443,9.11,,
4444,9.21,,
4445,9.35,,
4446,9.60,,
4447,9.73,,
4448,9.68,,
4449,9.73,,
4450,9.81,,
4451,9.77,,
4452,9.86,,
4453,9.74,,
4454,9.59,,
4455,9.78,,
4456,9.74,,
4457,9.91,,
4458,10.05,,
4459,9.85,,
4460,9.91,,
4461,9.65,,
4462,9.57,,
4463,9.49,,
4464,9.34,,
4465,9.03,,
4466,9.17,,
4467,9.29,,
4468,9.32,,
4469,9.11,,
4470,9.13,,
4471,9.44,,
4472,9.52,,
4473,10.07,,
4474,9.29,,
4475,10.12,,
4476,10.25,,
4477,9.99,,
4478,10.13,,
4479,10.35,,
4480,10.50,,
4481,10.52,,
4482,10.47,,
4483,10.40,,
4484,10.41,,
4485,9.92,,
4486,9.83,,
4487,10.33,,
4488,10.66,,
4489,10.36,,
4490,10.13,,
4491,10.25,,
4492,10.25,,
4493,10.59,,
4494,10.27,,
4495,10.24,,
4496,10.25,,
4497,10.33,,
4498,10.54,,
4499,10.37,,
4500,10.28,,
4501,11.23,,
4502,11.41,,
4503,11.27,,
4504,11.11,,
4505,11.39,,
4506,11.40,,
4507,11.46,,
4508,11.48,,
4509,11.64,,
4510,11.39,,
4511,11.29,,
4512,11.21,,
4513,11.06,,
4514,11.12,,
4515,11.12,,
4516,11.16,,
4517,11.19,,
4518,11.42,,
4519,11.33,,
4520,11.41,,
4521,11.44,,
4522,11.48,,
4523,11.45,,
4524,11.53,,
4525,11.68,,
4526,11.74,,
4527,11.65,,
4528,11.71,,
4529,11.73,,
4530,11.82,,
4531,11.83,,
4532,11.75,,
4533,12.02,,
4534,11.88,,
4535,11.92,,
4536,11.97,,
4537,12.07,,
4538,12.09,,
4539,12.04,,
4540,12.26,,
4541,12.14,,
4542,12.24,,
4543,12.35,,
4544,12.73,,
4545,12.64,,
4546,12.60,,
4547,12.63,,
4548,12.86,,
4549,12.80,,
4550,12.92,,
4551,12.85,,
4552,13.03,,
4553,13.17,,
4554,13.25,,
4555,13.37,,
4556,13.43,,
4557,13.72,,
4558,13.72,,
4559,14.00,,
4560,13.96,,
4561,14.38,,
4562,14.29,,
4563,14.39,,
4564,14.59,,
4565,14.72,,
4566,14.84,,
4567,14.98,,
4568,15.20,,
4569,15.29,,
4570,15.42,,
4571,15.70,,
4572,15.73,,
4573,15.24,,
4574,15.30,,
4575,15.56,,
4576,15.61,,
4577,15.76,,
4578,15.65,,
4579,16.09,,
4580,15.87,,
4581,15.63,,
4582,16.31,,
4583,16.38,,
4584,16.13,,
4585,16.04,,
4586,15.74,,
4587,16.05,,
4588,17.66,,
4589,15.99,,
4590,15.86,,
4591,14.12,,
4592,13.46,,
4593,13.57,,
4594,13.77,,
4595,13.95,,
4596,14.15,,
4597,14.34,,
4598,14.48,,
4599,14.67,,
4600,14.88,,
4601,15.09,,
4602,15.33,,
4603,15.50,,
4604,15.00,,
4605,14.31,,
4606,14.97,,
4607,14.92,,
4608,15.42,,
4609,16.03,,
4610,16.22,,
4611,16.40,,
4612,16.45,,
4613,16.20,,
4614,16.37,,
4615,16.28,,
4616,16.13,,
4617,16.00,,
4618,15.93,,
4619,16.16,,
4620,16.09,,
4621,16.22,,
4622,16.31,,
4623,15.49,,
4624,16.01,,
4625,16.11,,
4626,16.23,,
4627,16.00,,
4628,16.05,,
4629,16.18,,
4630,16.25,,
4631,16.26,,
4632,16.21,,
4633,16.07,,
4634,16.21,,
4635,16.17,,
4636,16.02,,
4637,16.14,,
4638,16.13,,
4639,16.27,,
4640,13.80,,
4641,14.16,,
4642,15.42,,
4643,15.55,,
4644,14.84,,
4645,15.49,,
4646,15.64,,
4647,15.72,,
4648,15.96,,
4649,15.67,,
4650,15.79,,
4651,16.01,,
4652,16.30,,
4653,15.65,,
4654,16.26,,
4655,15.41,,
4656,15.56,,
4657,15.72,,
4658,15.78,,
4659,15.57,,
4660,16.18,,
4661,15.91,,
4662,16.21,,
4663,15.99,,
4664,16.18,,
4665,16.18,,
4666,16.43,,
4667,16.54,,
4668,16.64,,
4669,17.09,,
4670,16.87,,
4671,16.51,,
4672,16.58,,
4673,16.38,,
4674,16.05,,
4675,15.94,,
4676,15.64,,
4677,15.67,,
4678,15.67,,
4679,15.19,,
4680,15.08,,
4681,15.16,,
4682,15.37,,
4683,15.41,,
4684,15.37,,
4685,15.43,,
4686,15.36,,
4687,15.32,,
4688,15.31,,
4689,15.51,,
4690,15.50,,
4691,15.48,,
4692,15.50,,
4693,15.57,,
4694,15.61,,
4695,15.48,,
4696,15.45,,
4697,15.49,,
4698,15.40,,
4699,15.05,,
4700,14.57,,
4701,14.42,,
4702,14.25,,
4703,14.33,,
4704,14.18,,
4705,14.18,,
4706,14.31,,
4707,14.18,,
4708,14.34,,
4709,14.44,,
4710,14.41,,
4711,14.40,,
4712,14.35,,
4713,14.37,,
4714,14.27,,
4715,14.13,,
4716,13.97,,
4717,13.77,,
4718,13.72,,
4719,13.27,,
4720,12.49,,
4721,12.41,,
4722,11.91,,
4723,11.67,,
4724,11.47,,
4725,11.41,,
4726,11.38,,
4727,11.28,,
4728,11.22,,
4729,11.13,,
4730,10.95,,
4731,10.96,,
4732,10.83,,
4733,10.74,,
4734,10.62,,
4735,10.31,,
4736,10.15,,
4737,10.05,,
4738,10.03,,
4739,9.93,,
4740,9.82,,
4741,9.70,,
4742,9.70,,
4743,9.55,,
4744,9.28,,
4745,9.24,,
4746,9.16,,
4747,9.13,,
4748,9.06,,
4749,8.95,,
4750,8.84,,
4751,8.72,,
4752,8.58,,
4753,8.29,,
4754,8.18,,
4755,8.04,,
4756,7.92,,
4757,7.90,,
4758,7.83,,
4759,7.79,,
4760,7.83,,
4761,7.76,,
4762,7.75,,
4763,7.73,,
4764,7.73,,
4765,7.80,,
4766,7.65,,
4767,7.53,,
4768,7.44,,
4769,7.32,,
4770,7.24,,
4771,7.17,,
4772,7.07,,
4773,7.02,,
4774,7.01,,
4775,6.91,,
4776,7.04,,
4777,7.01,,
4778,7.02,,
4779,6.99,,
4780,7.08,,
4781,7.66,,
4782,7.98,,
4783,7.94,,
4784,7.94,,
4785,7.75,,
4786,7.93,,
4787,7.63,,
4788,7.83,,
4789,8.00,,
4790,7.99,,
4791,7.83,,
4792,8.01,,
4793,8.00,,
4794,7.94,,
4795,7.98,,
4796,7.99,,
4797,8.01,,
4798,7.83,,
4799,7.51,,
4800,8.07,,
4801,8.08,,
4802,8.06,,
4803,7.91,,
4804,8.15,,
4805,8.21,,
4806,8.29,,
4807,8.27,,
4808,8.32,,
4809,8.32,,
4810,8.35,,
4811,8.19,,
4812,8.22,,
4813,8.20,,
4814,8.11,,
4815,8.74,,
4816,8.85,,
4817,8.67,,
4818,8.82,,
4819,8.83,,
4820,8.84,,
4821,8.86,,
4822,8.85,,
