Date,          JDAY,  AveFol, AveWatt,AveHazel,AveRMTemp( 1.0 ),AveFlowCMS, Miles @60, Miles @65, Miles @68, Miles @70, Miles @75
09/28/2020,     272,   16.12,   18.53,   17.27,   19.35,     55.67,    0.00,    7.71,   99.00,   99.00,   99.00, 3
09/29/2020,     273,   15.86,   18.79,   17.06,   19.11,     56.97,    0.00,   10.45,   99.00,   99.00,   99.00, 3
09/30/2020,     274,   15.18,   18.78,   16.61,   18.65,     55.90,    0.00,   16.42,   99.00,   99.00,   99.00, 3
10/01/2020,     275,   15.67,   19.20,   17.08,   19.06,     48.82,    0.00,   10.36,   99.00,   99.00,   99.00, 3
10/02/2020,     276,   16.19,   17.57,   16.92,   18.53,     57.45,    0.00,   17.90,   99.00,   99.00,   99.00, 2
10/03/2020,     277,   16.37,   16.86,   16.88,   18.21,     52.75,    0.00,   99.00,   99.00,   99.00,   99.00, 3
10/04/2020,     278,   16.12,   17.17,   16.69,   18.02,     55.56,    0.00,   99.00,   99.00,   99.00,   99.00, 3
10/05/2020,     279,   16.41,   17.25,   16.72,   17.90,     59.30,    0.00,   99.00,   99.00,   99.00,   99.00, 2
10/06/2020,     280,   16.02,   17.67,   16.75,   18.00,     50.29,    0.00,   99.00,   99.00,   99.00,   99.00, 3
10/07/2020,     281,   16.26,   18.05,   17.20,   18.53,     43.38,    0.00,   17.06,   99.00,   99.00,   99.00, 3
10/08/2020,     282,   16.51,   18.06,   17.29,   18.51,     44.23,    0.00,   17.09,   99.00,   99.00,   99.00, 3
10/09/2020,     283,   15.95,   16.98,   16.71,   17.67,     44.23,    0.00,   99.00,   99.00,   99.00,   99.00, 3
10/10/2020,     284,   16.43,   16.58,   16.86,   17.59,     44.23,    0.00,   99.00,   99.00,   99.00,   99.00, 3
10/11/2020,     285,   16.11,   16.52,   16.61,   17.25,     44.23,    0.00,   99.00,   99.00,   99.00,   99.00, 3
10/12/2020,     286,   15.78,   16.40,   16.48,   17.17,     44.23,    0.00,   99.00,   99.00,   99.00,   99.00, 3
10/13/2020,     287,   15.42,   17.13,   16.38,   17.17,     44.23,    0.00,   99.00,   99.00,   99.00,   99.00, 3
10/14/2020,     288,   13.91,   17.11,   15.53,   16.38,     44.23,    0.00,   99.00,   99.00,   99.00,   99.00, 3
10/15/2020,     289,   13.91,   17.06,   15.59,   16.44,     44.23,    0.00,   99.00,   99.00,   99.00,   99.00, 3
10/16/2020,     290,   16.28,   16.97,   17.05,   17.85,     44.23,    0.00,   99.00,   99.00,   99.00,   99.00, 3
10/17/2020,     291,   16.76,   16.17,   17.40,   18.25,     44.23,    0.00,   99.00,   99.00,   99.00,   99.00, 3
10/18/2020,     292,   16.43,   15.95,   17.15,   17.92,     44.23,    0.00,   99.00,   99.00,   99.00,   99.00, 3
10/19/2020,     293,   16.66,   17.01,   17.12,   17.70,     44.23,    0.00,   99.00,   99.00,   99.00,   99.00, 3
10/20/2020,     294,   16.53,   16.95,   16.90,   17.34,     44.23,    0.00,   99.00,   99.00,   99.00,   99.00, 3
10/21/2020,     295,   17.37,   16.94,   17.46,   17.93,     44.23,    0.00,   99.00,   99.00,   99.00,   99.00, 3
10/22/2020,     296,   17.42,   17.32,   17.56,   18.08,     44.23,    0.00,   99.00,   99.00,   99.00,   99.00, 3
10/23/2020,     297,   17.30,   17.59,   17.62,   18.24,     44.23,    0.00,   99.00,   99.00,   99.00,   99.00, 3
10/24/2020,     298,   16.89,   18.18,   17.38,   18.00,     44.23,    0.00,   99.00,   99.00,   99.00,   99.00, 3
10/25/2020,     299,   16.73,   18.21,   17.29,   17.89,     44.23,    0.00,   99.00,   99.00,   99.00,   99.00, 3
10/26/2020,     300,   16.59,   18.12,   17.21,   17.80,     44.23,    0.00,   99.00,   99.00,   99.00,   99.00, 3
10/27/2020,     301,   16.32,   17.48,   16.90,   17.37,     44.23,    0.00,   99.00,   99.00,   99.00,   99.00, 3
10/28/2020,     302,   16.20,   17.49,   16.89,   17.39,     44.23,    0.00,   99.00,   99.00,   99.00,   99.00, 3
10/29/2020,     303,   16.11,   17.26,   16.78,   17.22,     44.23,    0.00,   99.00,   99.00,   99.00,   99.00, 3
10/30/2020,     304,   16.44,   16.83,   16.85,   17.20,     44.23,    0.00,   99.00,   99.00,   99.00,   99.00, 3
10/31/2020,     305,   16.56,   17.10,   17.11,   17.54,     44.23,    0.00,   99.00,   99.00,   99.00,   99.00, 3
11/01/2020,     306,   16.38,   16.40,   16.78,   16.97,     37.38,    0.00,   99.00,   99.00,   99.00,   99.00, 4
11/02/2020,     307,   16.00,   16.36,   16.58,   16.78,     37.38,    0.00,   99.00,   99.00,   99.00,   99.00, 4
11/03/2020,     308,   15.75,   16.01,   16.07,   16.07,     37.38,    0.00,   99.00,   99.00,   99.00,   99.00, 4
11/04/2020,     309,   15.49,   15.70,   15.67,   15.54,     37.38,   14.67,   99.00,   99.00,   99.00,   99.00, 4
11/05/2020,     310,   15.39,   15.31,   15.44,   15.21,     37.38,   99.00,   99.00,   99.00,   99.00,   99.00, 4
11/06/2020,     311,   15.75,   15.54,   15.94,   15.86,     37.38,    0.00,   99.00,   99.00,   99.00,   99.00, 4
11/07/2020,     312,   16.26,   15.76,   16.48,   16.50,     37.38,    0.00,   99.00,   99.00,   99.00,   99.00, 4
11/08/2020,     313,   15.56,   15.28,   15.91,   15.86,     37.38,    0.00,   99.00,   99.00,   99.00,   99.00, 4
11/09/2020,     314,   15.36,   14.97,   15.63,   15.50,     37.38,   16.27,    0.00,    0.00,    0.00,    0.00, 4
11/10/2020,     315,   14.97,   14.96,   15.20,   14.97,     37.38,    0.00,    0.00,    0.00,    0.00,    0.00, 4
11/11/2020,     316,   15.13,   15.70,   15.51,   15.37,     37.38,    0.00,    0.00,    0.00,    0.00,    0.00, 4
11/12/2020,     317,   15.04,   15.31,   15.59,   15.50,     37.38,   20.88,    0.00,    0.00,    0.00,    0.00, 4
11/13/2020,     318,   14.76,   15.44,   15.66,   15.68,     37.38,   99.00,    0.00,    0.00,    0.00,    0.00, 4
11/14/2020,     319,   14.47,   15.30,   15.67,   15.75,     37.38,   99.00,    0.00,    0.00,    0.00,    0.00, 4
11/15/2020,     320,   14.25,   15.54,   15.65,   15.77,     37.38,   99.00,    0.00,    0.00,    0.00,    0.00, 4
11/16/2020,     321,   14.14,   15.46,   15.58,   15.71,     37.38,   99.00,    0.00,    0.00,    0.00,    0.00, 4
11/17/2020,     322,   14.13,   15.15,   15.49,   15.59,     37.38,   99.00,    0.00,    0.00,    0.00,    0.00, 4
11/18/2020,     323,   14.06,   14.66,   15.23,   15.25,     37.38,    0.00,    0.00,    0.00,    0.00,    0.00, 4
11/19/2020,     324,   14.16,   13.78,   14.73,   14.50,     37.38,    0.00,    0.00,    0.00,    0.00,    0.00, 4
11/20/2020,     325,   13.80,   14.01,   14.76,   14.66,     37.38,    0.00,    0.00,    0.00,    0.00,    0.00, 4
11/21/2020,     326,   13.60,   13.19,   14.04,   13.67,     37.38,    0.00,    0.00,    0.00,    0.00,    0.00, 4
11/22/2020,     327,   13.29,   13.27,   13.94,   13.64,     37.38,    0.00,    0.00,    0.00,    0.00,    0.00, 4
11/23/2020,     328,   13.20,   13.32,   13.85,   13.54,     37.38,    0.00,    0.00,    0.00,    0.00,    0.00, 4
11/24/2020,     329,   13.15,   13.02,   13.80,   13.48,     37.38,    0.00,    0.00,    0.00,    0.00,    0.00, 4
11/25/2020,     330,   13.09,   13.36,   14.06,   13.93,     37.38,    0.00,    0.00,    0.00,    0.00,    0.00, 4
11/26/2020,     331,   12.95,   12.81,   13.75,   13.51,     37.38,    0.00,    0.00,    0.00,    0.00,    0.00, 4
11/27/2020,     332,   12.48,   12.81,   13.45,   13.26,     37.38,    0.00,    0.00,    0.00,    0.00,    0.00, 4
11/28/2020,     333,   12.42,   12.43,   13.17,   12.86,     37.38,    0.00,    0.00,    0.00,    0.00,    0.00, 4
11/29/2020,     334,   12.29,   12.38,   13.06,   12.75,     37.38,    0.00,    0.00,    0.00,    0.00,    0.00, 4
11/30/2020,     335,   12.18,   12.47,   13.06,   12.83,     37.38,    0.00,    0.00,    0.00,    0.00,    0.00, 4
12/01/2020,     336,   12.13,   11.90,   12.87,   12.56,     37.15,    0.00,    0.00,    0.00,    0.00,    0.00, 4
12/02/2020,     337,   12.09,   11.79,   12.78,   12.45,     37.15,    0.00,    0.00,    0.00,    0.00,    0.00, 4
12/03/2020,     338,   11.98,   11.66,   12.64,   12.30,     37.15,    0.00,    0.00,    0.00,    0.00,    0.00, 4
12/04/2020,     339,   11.99,   11.04,   12.36,   11.81,     37.15,    0.00,    0.00,    0.00,    0.00,    0.00, 4
12/05/2020,     340,   11.87,   10.97,   12.23,   11.67,     37.15,    0.00,    0.00,    0.00,    0.00,    0.00, 4
12/06/2020,     341,   11.74,   10.60,   11.96,   11.27,     37.15,    0.00,    0.00,    0.00,    0.00,    0.00, 4
