Natoma temp profiles at dam from tracy mdb 2/13/04				
JDAY		Depth	      TempC	
823.00	0	1.89	11.32	4/2/2002
823.00	0	3.41	11.03	4/2/2002
823.00	0	4.94	10.61	4/2/2002
823.00	0	6.46	10.54	4/2/2002
823.00	0	7.98	10.66	4/2/2002
823.00	0	9.51	10.5	4/2/2002
824.00	0	0.26	12.85	4/3/2002
824.00	0	1.63	11.37	4/3/2002
824.00	0	3.15	10.92	4/3/2002
824.00	0	4.68	11.18	4/3/2002
824.00	0	6.2	10.99	4/3/2002
824.00	0	7.72	11.17	4/3/2002
824.00	0	9.25	10.96	4/3/2002
824.00	0	10.77	11	4/3/2002
824.00	0	0.26	12.81	4/3/2002
824.00	0	1.63	11.62	4/3/2002
824.00	0	3.15	11.18	4/3/2002
824.00	0	4.68	10.76	4/3/2002
824.00	0	6.2	10.85	4/3/2002
824.00	0	7.72	10.82	4/3/2002
824.00	0	9.25	10.81	4/3/2002
825.00	0	0.22	11.45	4/4/2002
825.00	0	1.59	10.76	4/4/2002
825.00	0	3.12	10.46	4/4/2002
825.00	0	4.64	10.87	4/4/2002
825.00	0	6.17	10.83	4/4/2002
825.00	0	7.69	10.86	4/4/2002
825.00	0	9.21	10.96	4/4/2002
825.00	0	10.74	11	4/4/2002
825.00	0	0.22	11.41	4/4/2002
825.00	0	1.59	10.7	4/4/2002
825.00	0	3.12	10.72	4/4/2002
825.00	0	4.64	10.45	4/4/2002
825.00	0	6.17	10.69	4/4/2002
825.00	0	7.69	10.66	4/4/2002
825.00	0	9.21	10.66	4/4/2002
826.00	0	0.17	11.29	4/5/2002
826.00	0	1.54	10.76	4/5/2002
826.00	0	3.06	10.46	4/5/2002
826.00	0	4.59	10.71	4/5/2002
826.00	0	6.11	10.53	4/5/2002
826.00	0	7.63	10.71	4/5/2002
826.00	0	9.16	10.66	4/5/2002
826.00	0	10.68	10.69	4/5/2002
826.00	0	0.17	11.41	4/5/2002
826.00	0	1.54	10.86	4/5/2002
826.00	0	3.06	10.72	4/5/2002
826.00	0	4.59	10.45	4/5/2002
826.00	0	6.11	10.54	4/5/2002
826.00	0	7.63	10.66	4/5/2002
826.00	0	9.16	10.5	4/5/2002
827.00	0	0.18	11.45	4/6/2002
827.00	0	1.55	10.91	4/6/2002
827.00	0	3.08	10.77	4/6/2002
827.00	0	4.6	10.87	4/6/2002
827.00	0	6.12	10.83	4/6/2002
827.00	0	7.65	10.86	4/6/2002
827.00	0	9.17	10.81	4/6/2002
827.00	0	10.7	10.84	4/6/2002
827.00	0	0.18	11.72	4/6/2002
827.00	0	1.55	10.86	4/6/2002
827.00	0	3.08	10.72	4/6/2002
827.00	0	4.6	10.61	4/6/2002
827.00	0	6.12	10.54	4/6/2002
827.00	0	7.65	10.66	4/6/2002
827.00	0	9.17	10.5	4/6/2002
828.00	0	0.16	11.61	4/7/2002
828.00	0	1.53	11.37	4/7/2002
828.00	0	3.05	11.07	4/7/2002
828.00	0	4.58	11.33	4/7/2002
828.00	0	6.1	11.14	4/7/2002
828.00	0	7.62	11.32	4/7/2002
828.00	0	9.15	11.12	4/7/2002
828.00	0	10.67	11.16	4/7/2002
828.00	0	0.15	12.49	4/7/2002
828.00	0	1.53	11.47	4/7/2002
828.00	0	3.05	11.33	4/7/2002
828.00	0	4.57	10.91	4/7/2002
828.00	0	6.1	11.01	4/7/2002
828.00	0	7.62	10.97	4/7/2002
828.00	0	9.15	10.81	4/7/2002
829.00	0	0.2	11.61	4/8/2002
829.00	0	1.57	11.22	4/8/2002
829.00	0	3.1	10.92	4/8/2002
829.00	0	4.62	11.18	4/8/2002
829.00	0	6.14	10.99	4/8/2002
829.00	0	7.67	11.17	4/8/2002
829.00	0	9.19	10.96	4/8/2002
829.00	0	10.72	11.16	4/8/2002
829.00	0	0.16	12.03	4/8/2002
829.00	0	1.53	11.47	4/8/2002
829.00	0	3.05	11.33	4/8/2002
829.00	0	4.57	10.91	4/8/2002
829.00	0	6.1	10.85	4/8/2002
829.00	0	7.62	10.82	4/8/2002
829.00	0	9.15	10.81	4/8/2002
830.00	0	0.19	12.07	4/9/2002
830.00	0	1.57	11.52	4/9/2002
830.00	0	3.09	11.07	4/9/2002
830.00	0	4.61	11.33	4/9/2002
830.00	0	6.14	11.29	4/9/2002
830.00	0	7.66	11.32	4/9/2002
830.00	0	9.19	11.27	4/9/2002
830.00	0	10.71	11.31	4/9/2002
830.00	0	0.15	12.03	4/9/2002
830.00	0	1.52	11.62	4/9/2002
830.00	0	3.05	11.33	4/9/2002
830.00	0	4.57	10.91	4/9/2002
830.00	0	6.09	11.01	4/9/2002
830.00	0	7.62	10.97	4/9/2002
830.00	0	9.14	10.97	4/9/2002
831.00	0	0.2	11.61	4/10/2002
831.00	0	1.57	10.76	4/10/2002
831.00	0	3.1	10.46	4/10/2002
831.00	0	4.62	10.71	4/10/2002
831.00	0	6.14	10.53	4/10/2002
831.00	0	7.67	10.71	4/10/2002
831.00	0	9.19	10.5	4/10/2002
831.00	0	10.72	10.69	4/10/2002
831.00	0	0.16	11.57	4/10/2002
831.00	0	1.53	10.86	4/10/2002
831.00	0	3.05	10.72	4/10/2002
831.00	0	4.58	10.45	4/10/2002
831.00	0	6.1	10.54	4/10/2002
831.00	0	7.62	10.51	4/10/2002
831.00	0	9.15	10.5	4/10/2002
832.00	0	0.2	12.07	4/11/2002
832.00	0	1.57	11.37	4/11/2002
832.00	0	3.1	11.07	4/11/2002
832.00	0	4.62	11.33	4/11/2002
832.00	0	6.15	11.14	4/11/2002
832.00	0	7.67	11.32	4/11/2002
832.00	0	9.19	11.27	4/11/2002
832.00	0	10.72	11.31	4/11/2002
832.00	0	0.15	12.49	4/11/2002
832.00	0	1.52	11.47	4/11/2002
832.00	0	3.05	11.33	4/11/2002
832.00	0	4.57	11.07	4/11/2002
832.00	0	6.09	11.16	4/11/2002
832.00	0	7.62	11.13	4/11/2002
832.00	0	9.14	10.97	4/11/2002
833.00	0	0.19	11.92	4/12/2002
833.00	0	1.56	11.52	4/12/2002
833.00	0	3.08	11.23	4/12/2002
833.00	0	4.6	11.48	4/12/2002
833.00	0	6.13	11.29	4/12/2002
833.00	0	7.65	11.32	4/12/2002
833.00	0	9.18	11.27	4/12/2002
833.00	0	10.7	11.31	4/12/2002
833.00	0	0.15	13.43	4/12/2002
833.00	0	1.52	11.78	4/12/2002
833.00	0	3.05	11.49	4/12/2002
833.00	0	4.57	11.07	4/12/2002
833.00	0	6.1	11.16	4/12/2002
833.00	0	7.62	11.28	4/12/2002
833.00	0	9.14	11.12	4/12/2002
834.00	0	0.19	12.07	4/13/2002
834.00	0	1.56	11.52	4/13/2002
834.00	0	3.09	11.23	4/13/2002
834.00	0	4.61	11.48	4/13/2002
834.00	0	6.14	11.45	4/13/2002
834.00	0	7.66	11.48	4/13/2002
834.00	0	9.18	11.42	4/13/2002
834.00	0	10.71	11.62	4/13/2002
834.00	0	0.16	12.81	4/13/2002
834.00	0	1.53	11.93	4/13/2002
834.00	0	3.05	11.64	4/13/2002
834.00	0	4.58	11.22	4/13/2002
834.00	0	6.1	11.31	4/13/2002
834.00	0	7.62	11.28	4/13/2002
834.00	0	9.15	11.27	4/13/2002
835.00	0	0.18	12.69	4/14/2002
835.00	0	1.56	11.83	4/14/2002
835.00	0	3.08	11.23	4/14/2002
835.00	0	4.6	11.79	4/14/2002
835.00	0	6.13	11.61	4/14/2002
835.00	0	7.65	11.63	4/14/2002
835.00	0	9.18	11.73	4/14/2002
835.00	0	10.7	12.08	4/14/2002
835.00	0	0.15	13.12	4/14/2002
835.00	0	1.52	11.93	4/14/2002
835.00	0	3.05	11.8	4/14/2002
835.00	0	4.57	11.37	4/14/2002
835.00	0	6.09	11.31	4/14/2002
835.00	0	7.62	11.28	4/14/2002
835.00	0	9.14	11.12	4/14/2002
836.00	0	0.19	12.23	4/15/2002
836.00	0	1.56	12.14	4/15/2002
836.00	0	3.09	11.53	4/15/2002
836.00	0	4.61	11.79	4/15/2002
836.00	0	6.13	11.61	4/15/2002
836.00	0	7.66	11.79	4/15/2002
836.00	0	9.18	11.73	4/15/2002
836.00	0	10.71	11.77	4/15/2002
836.00	0	0.15	12.18	4/15/2002
836.00	0	1.53	11.93	4/15/2002
836.00	0	3.05	11.96	4/15/2002
836.00	0	4.57	11.68	4/15/2002
836.00	0	6.1	11.78	4/15/2002
836.00	0	7.62	11.59	4/15/2002
836.00	0	9.15	11.43	4/15/2002
837.00	0	0.19	11.45	4/16/2002
837.00	0	1.56	11.37	4/16/2002
837.00	0	3.08	10.92	4/16/2002
837.00	0	4.61	11.33	4/16/2002
837.00	0	6.13	11.14	4/16/2002
837.00	0	7.66	11.32	4/16/2002
837.00	0	9.18	11.27	4/16/2002
837.00	0	10.7	11.31	4/16/2002
837.00	0	0.15	11.41	4/16/2002
837.00	0	1.52	11.16	4/16/2002
837.00	0	3.04	11.18	4/16/2002
837.00	0	4.57	10.76	4/16/2002
837.00	0	6.09	10.85	4/16/2002
837.00	0	7.62	10.82	4/16/2002
837.00	0	9.14	10.66	4/16/2002
838.00	0	0.2	11.45	4/17/2002
838.00	0	1.57	11.22	4/17/2002
838.00	0	3.09	10.92	4/17/2002
838.00	0	4.61	11.18	4/17/2002
838.00	0	6.14	10.99	4/17/2002
838.00	0	7.66	11.17	4/17/2002
838.00	0	9.19	11.12	4/17/2002
838.00	0	10.71	11.31	4/17/2002
838.00	0	0.16	11.57	4/17/2002
838.00	0	1.53	11.47	4/17/2002
838.00	0	3.05	11.33	4/17/2002
838.00	0	4.58	11.07	4/17/2002
838.00	0	6.1	11.01	4/17/2002
838.00	0	7.62	11.13	4/17/2002
838.00	0	9.15	10.97	4/17/2002
839.00	0	0.18	11.29	4/18/2002
839.00	0	1.56	11.06	4/18/2002
839.00	0	3.08	10.77	4/18/2002
839.00	0	4.6	11.02	4/18/2002
839.00	0	6.13	10.83	4/18/2002
839.00	0	7.65	11.01	4/18/2002
839.00	0	9.18	10.81	4/18/2002
839.00	0	10.7	11	4/18/2002
839.00	0	0.15	11.57	4/18/2002
839.00	0	1.52	11.32	4/18/2002
839.00	0	3.05	11.33	4/18/2002
839.00	0	4.57	11.07	4/18/2002
839.00	0	6.09	11.16	4/18/2002
839.00	0	7.62	11.13	4/18/2002
839.00	0	9.14	10.97	4/18/2002
840.00	0	0.19	11.92	4/19/2002
840.00	0	1.57	11.83	4/19/2002
840.00	0	3.09	11.53	4/19/2002
840.00	0	4.61	11.79	4/19/2002
840.00	0	6.14	11.61	4/19/2002
840.00	0	7.66	11.63	4/19/2002
840.00	0	9.19	11.58	4/19/2002
840.00	0	10.71	11.62	4/19/2002
840.00	0	0.15	12.18	4/19/2002
840.00	0	1.52	11.93	4/19/2002
840.00	0	3.04	11.96	4/19/2002
840.00	0	4.57	11.68	4/19/2002
840.00	0	6.09	11.93	4/19/2002
840.00	0	7.62	11.9	4/19/2002
840.00	0	9.14	11.74	4/19/2002
841.00	0	0.19	12.69	4/20/2002
841.00	0	1.57	12.77	4/20/2002
841.00	0	3.09	12.16	4/20/2002
841.00	0	4.61	12.42	4/20/2002
841.00	0	6.14	12.23	4/20/2002
841.00	0	7.66	12.41	4/20/2002
841.00	0	9.19	12.19	4/20/2002
841.00	0	10.71	12.39	4/20/2002
841.00	0	0.16	12.81	4/20/2002
841.00	0	1.53	12.39	4/20/2002
841.00	0	3.05	12.42	4/20/2002
841.00	0	4.58	12.14	4/20/2002
841.00	0	6.1	12.24	4/20/2002
841.00	0	7.62	12.21	4/20/2002
841.00	0	9.15	12.21	4/20/2002
842.00	0	0.19	12.69	4/21/2002
842.00	0	1.56	12.46	4/21/2002
842.00	0	3.08	11.84	4/21/2002
842.00	0	4.61	12.26	4/21/2002
842.00	0	6.13	12.07	4/21/2002
842.00	0	7.66	12.1	4/21/2002
842.00	0	9.18	12.04	4/21/2002
842.00	0	10.7	12.23	4/21/2002
842.00	0	0.15	12.96	4/21/2002
842.00	0	1.52	12.55	4/21/2002
842.00	0	3.04	12.42	4/21/2002
842.00	0	4.57	12.14	4/21/2002
842.00	0	6.09	12.09	4/21/2002
842.00	0	7.62	12.06	4/21/2002
842.00	0	9.14	12.05	4/21/2002
843.00	0	0.2	12.69	4/22/2002
843.00	0	1.57	12.14	4/22/2002
843.00	0	3.09	11.69	4/22/2002
843.00	0	4.62	11.95	4/22/2002
843.00	0	6.14	11.76	4/22/2002
843.00	0	7.67	11.94	4/22/2002
843.00	0	9.19	11.88	4/22/2002
843.00	0	10.71	11.93	4/22/2002
843.00	0	0.16	12.96	4/22/2002
843.00	0	1.53	12.39	4/22/2002
843.00	0	3.05	12.11	4/22/2002
843.00	0	4.57	11.68	4/22/2002
843.00	0	6.1	11.62	4/22/2002
843.00	0	7.62	11.74	4/22/2002
843.00	0	9.15	11.58	4/22/2002
844.00	0	0.2	12.85	4/23/2002
844.00	0	1.57	12.3	4/23/2002
844.00	0	3.09	11.84	4/23/2002
844.00	0	4.62	12.26	4/23/2002
844.00	0	6.14	12.07	4/23/2002
844.00	0	7.67	12.25	4/23/2002
844.00	0	9.19	12.04	4/23/2002
844.00	0	10.71	12.23	4/23/2002
844.00	0	0.16	13.58	4/23/2002
844.00	0	1.53	12.86	4/23/2002
844.00	0	3.05	12.27	4/23/2002
844.00	0	4.57	11.99	4/23/2002
844.00	0	6.1	12.09	4/23/2002
844.00	0	7.62	11.9	4/23/2002
844.00	0	9.15	11.89	4/23/2002
845.00	0	0.19	12.85	4/24/2002
845.00	0	1.56	12.3	4/24/2002
845.00	0	3.08	12	4/24/2002
845.00	0	4.61	12.42	4/24/2002
845.00	0	6.13	12.38	4/24/2002
845.00	0	7.66	12.41	4/24/2002
845.00	0	9.18	12.51	4/24/2002
845.00	0	10.7	13.01	4/24/2002
845.00	0	0.16	13.12	4/24/2002
845.00	0	1.53	12.55	4/24/2002
845.00	0	3.05	12.42	4/24/2002
845.00	0	4.58	11.99	4/24/2002
845.00	0	6.1	12.09	4/24/2002
845.00	0	7.62	11.9	4/24/2002
845.00	0	9.15	11.74	4/24/2002
846.00	0	0.19	13.01	4/25/2002
846.00	0	1.57	12.3	4/25/2002
846.00	0	3.09	12	4/25/2002
846.00	0	4.61	12.42	4/25/2002
846.00	0	6.14	12.23	4/25/2002
846.00	0	7.66	12.41	4/25/2002
846.00	0	9.19	12.19	4/25/2002
846.00	0	10.71	12.23	4/25/2002
846.00	0	0.15	13.43	4/25/2002
846.00	0	1.53	13.02	4/25/2002
846.00	0	3.05	12.27	4/25/2002
846.00	0	4.57	11.99	4/25/2002
846.00	0	6.1	12.09	4/25/2002
846.00	0	7.62	12.06	4/25/2002
846.00	0	9.15	11.89	4/25/2002
847.00	0	0.19	13.32	4/26/2002
847.00	0	1.56	12.77	4/26/2002
847.00	0	3.08	12.31	4/26/2002
847.00	0	4.6	12.73	4/26/2002
847.00	0	6.13	12.54	4/26/2002
847.00	0	7.65	12.56	4/26/2002
847.00	0	9.18	12.51	4/26/2002
847.00	0	10.7	12.7	4/26/2002
847.00	0	0.15	13.27	4/26/2002
847.00	0	1.52	12.86	4/26/2002
847.00	0	3.04	12.73	4/26/2002
847.00	0	4.57	12.3	4/26/2002
847.00	0	6.09	12.4	4/26/2002
847.00	0	7.62	12.37	4/26/2002
847.00	0	9.14	12.21	4/26/2002
848.00	0	0.15	11.76	4/27/2002
848.00	0	1.53	11.83	4/27/2002
848.00	0	3.05	11.53	4/27/2002
848.00	0	4.57	11.79	4/27/2002
848.00	0	6.1	11.76	4/27/2002
848.00	0	7.62	11.79	4/27/2002
848.00	0	9.15	11.73	4/27/2002
848.00	0	10.67	11.77	4/27/2002
848.00	0	0.15	11.88	4/27/2002
848.00	0	1.52	11.78	4/27/2002
848.00	0	3.05	11.8	4/27/2002
848.00	0	4.57	11.53	4/27/2002
848.00	0	6.09	11.78	4/27/2002
848.00	0	7.62	11.74	4/27/2002
848.00	0	9.14	11.58	4/27/2002
849.00	0	0.19	11.92	4/28/2002
849.00	0	1.56	11.52	4/28/2002
849.00	0	3.08	11.38	4/28/2002
849.00	0	4.61	11.64	4/28/2002
849.00	0	6.13	11.45	4/28/2002
849.00	0	7.66	11.63	4/28/2002
849.00	0	9.18	11.58	4/28/2002
849.00	0	10.7	11.62	4/28/2002
849.00	0	0.16	12.03	4/28/2002
849.00	0	1.53	11.78	4/28/2002
849.00	0	3.05	11.8	4/28/2002
849.00	0	4.58	11.53	4/28/2002
849.00	0	6.1	11.62	4/28/2002
849.00	0	7.62	11.59	4/28/2002
849.00	0	9.15	11.43	4/28/2002
850.00	0	0.2	12.38	4/29/2002
850.00	0	1.57	12.46	4/29/2002
850.00	0	3.09	12	4/29/2002
850.00	0	4.62	12.11	4/29/2002
850.00	0	6.14	12.07	4/29/2002
850.00	0	7.67	12.1	4/29/2002
850.00	0	9.19	12.04	4/29/2002
850.00	0	10.71	12.23	4/29/2002
850.00	0	0.15	12.49	4/29/2002
850.00	0	1.52	12.39	4/29/2002
850.00	0	3.05	12.27	4/29/2002
850.00	0	4.57	11.99	4/29/2002
850.00	0	6.09	11.93	4/29/2002
850.00	0	7.62	11.74	4/29/2002
850.00	0	9.14	11.58	4/29/2002
851.00	0	0.22	12.23	4/30/2002
851.00	0	1.59	11.99	4/30/2002
851.00	0	3.11	11.69	4/30/2002
851.00	0	4.64	11.95	4/30/2002
851.00	0	6.16	11.92	4/30/2002
851.00	0	7.69	11.94	4/30/2002
851.00	0	9.21	11.88	4/30/2002
851.00	0	10.73	12.08	4/30/2002
851.00	0	0.16	12.49	4/30/2002
851.00	0	1.53	12.08	4/30/2002
851.00	0	3.05	11.96	4/30/2002
851.00	0	4.57	11.68	4/30/2002
851.00	0	6.1	11.78	4/30/2002
851.00	0	7.62	11.74	4/30/2002
851.00	0	9.15	11.74	4/30/2002
852.00	0	0.22	13.62	5/1/2002
852.00	0	1.59	12.3	5/1/2002
852.00	0	3.12	12	5/1/2002
852.00	0	4.64	12.26	5/1/2002
852.00	0	6.17	12.07	5/1/2002
852.00	0	7.69	12.1	5/1/2002
852.00	0	9.21	12.04	5/1/2002
852.00	0	10.74	12.08	5/1/2002
852.00	0	0.16	12.49	5/1/2002
852.00	0	1.53	12.39	5/1/2002
852.00	0	3.05	12.27	5/1/2002
852.00	0	4.57	11.99	5/1/2002
852.00	0	6.1	12.24	5/1/2002
852.00	0	7.62	12.21	5/1/2002
852.00	0	9.15	12.05	5/1/2002
853.00	0	0.2	12.69	5/2/2002
853.00	0	1.58	12.61	5/2/2002
853.00	0	3.1	12	5/2/2002
853.00	0	4.62	12.42	5/2/2002
853.00	0	6.15	12.38	5/2/2002
853.00	0	7.67	12.56	5/2/2002
853.00	0	9.2	12.51	5/2/2002
853.00	0	10.72	12.39	5/2/2002
853.00	0	0.15	13.43	5/2/2002
853.00	0	1.52	12.71	5/2/2002
853.00	0	3.04	12.73	5/2/2002
853.00	0	4.57	12.14	5/2/2002
853.00	0	6.09	12.09	5/2/2002
853.00	0	7.62	12.06	5/2/2002
853.00	0	9.14	11.89	5/2/2002
854.00	0	0.21	13.01	5/3/2002
854.00	0	1.58	12.92	5/3/2002
854.00	0	3.11	12.47	5/3/2002
854.00	0	4.63	12.73	5/3/2002
854.00	0	6.15	12.85	5/3/2002
854.00	0	7.68	13.03	5/3/2002
854.00	0	9.2	12.82	5/3/2002
854.00	0	10.73	13.01	5/3/2002
854.00	0	0.15	13.43	5/3/2002
854.00	0	1.52	13.17	5/3/2002
854.00	0	3.05	12.73	5/3/2002
854.00	0	4.57	12.46	5/3/2002
854.00	0	6.09	12.4	5/3/2002
854.00	0	7.62	12.37	5/3/2002
854.00	0	9.14	12.36	5/3/2002
855.00	0	0.22	13.47	5/4/2002
855.00	0	1.59	12.77	5/4/2002
855.00	0	3.11	12	5/4/2002
855.00	0	4.64	12.11	5/4/2002
855.00	0	6.16	11.92	5/4/2002
855.00	0	7.68	12.1	5/4/2002
855.00	0	9.21	11.88	5/4/2002
855.00	0	10.73	12.08	5/4/2002
855.00	0	0.15	13.73	5/4/2002
855.00	0	1.52	13.02	5/4/2002
855.00	0	3.05	12.42	5/4/2002
855.00	0	4.57	11.99	5/4/2002
855.00	0	6.09	12.09	5/4/2002
855.00	0	7.62	12.06	5/4/2002
855.00	0	9.14	11.89	5/4/2002
856.00	0	0.18	14.71	5/5/2002
856.00	0	1.55	12.77	5/5/2002
856.00	0	3.07	12.62	5/5/2002
856.00	0	4.6	12.57	5/5/2002
856.00	0	6.12	12.38	5/5/2002
856.00	0	7.64	12.41	5/5/2002
856.00	0	9.17	12.35	5/5/2002
856.00	0	10.69	12.39	5/5/2002
856.00	0	0.16	14.67	5/5/2002
856.00	0	1.53	13.17	5/5/2002
856.00	0	3.05	12.58	5/5/2002
856.00	0	4.57	12.3	5/5/2002
856.00	0	6.1	12.4	5/5/2002
856.00	0	7.62	12.37	5/5/2002
856.00	0	9.15	12.21	5/5/2002
857.00	0	0.14	14.55	5/6/2002
857.00	0	1.52	12.92	5/6/2002
857.00	0	3.04	12.62	5/6/2002
857.00	0	4.56	12.73	5/6/2002
857.00	0	6.09	12.69	5/6/2002
857.00	0	7.61	12.72	5/6/2002
857.00	0	9.14	12.66	5/6/2002
857.00	0	10.66	12.7	5/6/2002
857.00	0	0.15	13.73	5/6/2002
857.00	0	1.53	13.17	5/6/2002
857.00	0	3.05	13.04	5/6/2002
857.00	0	4.57	12.61	5/6/2002
857.00	0	6.1	12.56	5/6/2002
857.00	0	7.62	12.52	5/6/2002
857.00	0	9.15	12.36	5/6/2002
858.00	0	0.13	14.87	5/7/2002
858.00	0	1.5	13.39	5/7/2002
858.00	0	3.02	12.78	5/7/2002
858.00	0	4.55	12.88	5/7/2002
858.00	0	6.07	12.69	5/7/2002
858.00	0	7.6	12.72	5/7/2002
858.00	0	9.12	12.66	5/7/2002
858.00	0	10.64	12.7	5/7/2002
858.00	0	0.15	14.83	5/7/2002
858.00	0	1.53	13.94	5/7/2002
858.00	0	3.05	13.35	5/7/2002
858.00	0	4.57	12.61	5/7/2002
858.00	0	6.1	12.71	5/7/2002
858.00	0	7.62	12.68	5/7/2002
858.00	0	9.15	12.52	5/7/2002
859.00	0	0.15	14.39	5/8/2002
859.00	0	1.52	12.92	5/8/2002
859.00	0	3.04	12.62	5/8/2002
859.00	0	4.57	12.73	5/8/2002
859.00	0	6.09	12.69	5/8/2002
859.00	0	7.62	12.72	5/8/2002
859.00	0	9.14	12.66	5/8/2002
859.00	0	10.66	12.7	5/8/2002
859.00	0	0.16	14.67	5/8/2002
859.00	0	1.53	13.02	5/8/2002
859.00	0	3.05	12.89	5/8/2002
859.00	0	4.58	12.61	5/8/2002
859.00	0	6.1	12.71	5/8/2002
859.00	0	7.62	12.68	5/8/2002
859.00	0	9.15	12.52	5/8/2002
860.00	0	0.27	13.93	5/9/2002
860.00	0	1.64	13.39	5/9/2002
860.00	0	3.16	12.93	5/9/2002
860.00	0	4.68	13.04	5/9/2002
860.00	0	6.21	12.85	5/9/2002
860.00	0	7.73	13.03	5/9/2002
860.00	0	9.26	12.82	5/9/2002
860.00	0	10.78	13.01	5/9/2002
860.00	0	0.15	14.36	5/9/2002
860.00	0	1.52	13.32	5/9/2002
860.00	0	3.05	12.89	5/9/2002
860.00	0	4.57	12.61	5/9/2002
860.00	0	6.1	12.71	5/9/2002
860.00	0	7.62	12.68	5/9/2002
860.00	0	9.14	12.67	5/9/2002
861.00	0	0.25	13.93	5/10/2002
861.00	0	1.63	13.08	5/10/2002
861.00	0	3.15	12.78	5/10/2002
861.00	0	4.67	13.04	5/10/2002
861.00	0	6.2	12.85	5/10/2002
861.00	0	7.72	13.03	5/10/2002
861.00	0	9.25	12.82	5/10/2002
861.00	0	10.77	12.86	5/10/2002
861.00	0	0.15	14.36	5/10/2002
861.00	0	1.52	13.63	5/10/2002
861.00	0	3.04	13.35	5/10/2002
861.00	0	4.57	12.92	5/10/2002
861.00	0	6.09	12.87	5/10/2002
861.00	0	7.62	12.83	5/10/2002
861.00	0	9.14	12.83	5/10/2002
862.00	0	0.22	14.39	5/11/2002
862.00	0	1.59	12.92	5/11/2002
862.00	0	3.11	12.47	5/11/2002
862.00	0	4.64	12.88	5/11/2002
862.00	0	6.16	12.69	5/11/2002
862.00	0	7.68	12.87	5/11/2002
862.00	0	9.21	12.66	5/11/2002
862.00	0	10.73	12.86	5/11/2002
862.00	0	0.15	14.83	5/11/2002
862.00	0	1.52	13.02	5/11/2002
862.00	0	3.05	12.73	5/11/2002
862.00	0	4.57	12.46	5/11/2002
862.00	0	6.1	12.71	5/11/2002
862.00	0	7.62	12.68	5/11/2002
862.00	0	9.14	12.52	5/11/2002
863.00	0	0.1	14.24	5/12/2002
863.00	0	1.48	13.39	5/12/2002
863.00	0	3	12.93	5/12/2002
863.00	0	4.52	13.19	5/12/2002
863.00	0	6.05	13.01	5/12/2002
863.00	0	7.57	13.03	5/12/2002
863.00	0	9.1	12.97	5/12/2002
863.00	0	10.62	13.01	5/12/2002
863.00	0	0.16	14.83	5/12/2002
863.00	0	1.53	13.94	5/12/2002
863.00	0	3.05	13.35	5/12/2002
863.00	0	4.58	13.08	5/12/2002
863.00	0	6.1	13.02	5/12/2002
863.00	0	7.62	12.99	5/12/2002
863.00	0	9.15	12.67	5/12/2002
864.00	0	0.21	14.24	5/13/2002
864.00	0	1.58	13.39	5/13/2002
864.00	0	3.11	13.09	5/13/2002
864.00	0	4.63	13.34	5/13/2002
864.00	0	6.16	13.01	5/13/2002
864.00	0	7.68	13.18	5/13/2002
864.00	0	9.2	13.12	5/13/2002
864.00	0	10.73	13.16	5/13/2002
864.00	0	0.16	14.51	5/13/2002
864.00	0	1.53	13.48	5/13/2002
864.00	0	3.05	13.35	5/13/2002
864.00	0	4.58	13.08	5/13/2002
864.00	0	6.1	13.18	5/13/2002
864.00	0	7.62	12.99	5/13/2002
864.00	0	9.15	12.98	5/13/2002
865.00	0	0.14	15.18	5/14/2002
865.00	0	1.51	13.69	5/14/2002
865.00	0	3.04	13.24	5/14/2002
865.00	0	4.56	13.34	5/14/2002
865.00	0	6.08	13.16	5/14/2002
865.00	0	7.61	13.18	5/14/2002
865.00	0	9.13	13.12	5/14/2002
865.00	0	10.66	13.16	5/14/2002
865.00	0	0.15	15.14	5/14/2002
865.00	0	1.52	13.94	5/14/2002
865.00	0	3.04	13.51	5/14/2002
865.00	0	4.57	13.08	5/14/2002
865.00	0	6.09	13.18	5/14/2002
865.00	0	7.62	13.14	5/14/2002
865.00	0	9.14	12.98	5/14/2002
866.00	0	0.14	15.82	5/15/2002
866.00	0	1.51	13.54	5/15/2002
866.00	0	3.04	12.93	5/15/2002
866.00	0	4.56	13.04	5/15/2002
866.00	0	6.08	13.01	5/15/2002
866.00	0	7.61	13.18	5/15/2002
866.00	0	9.13	12.97	5/15/2002
866.00	0	10.66	13.01	5/15/2002
866.00	0	0.16	15.14	5/15/2002
866.00	0	1.53	13.78	5/15/2002
866.00	0	3.05	13.66	5/15/2002
866.00	0	4.58	12.92	5/15/2002
866.00	0	6.1	12.87	5/15/2002
866.00	0	7.62	12.83	5/15/2002
866.00	0	9.15	12.83	5/15/2002
867.00	0	0.12	15.18	5/16/2002
867.00	0	1.49	13.69	5/16/2002
867.00	0	3.02	13.09	5/16/2002
867.00	0	4.54	13.04	5/16/2002
867.00	0	6.06	12.85	5/16/2002
867.00	0	7.59	13.03	5/16/2002
867.00	0	9.11	12.82	5/16/2002
867.00	0	10.64	13.01	5/16/2002
867.00	0	0.15	15.46	5/16/2002
867.00	0	1.52	13.63	5/16/2002
867.00	0	3.05	13.35	5/16/2002
867.00	0	4.57	12.92	5/16/2002
867.00	0	6.09	12.87	5/16/2002
867.00	0	7.62	12.99	5/16/2002
