$
,  1,  2,  3,  4,  5,  6,  7,  8,  9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35,
  0.3048,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,    21.118,    11.454,    35.985,    33.462,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,    11.825,   160.858,    86.749,    12.255,     0.000,    20.012,    55.292,    57.481,    78.194,    80.374,    98.861,   217.283,   199.087,   227.883,   264.988,     0.000, 69
  0.3048,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,    21.118,    11.454,    35.985,    31.477,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,   160.368,    76.311,     0.000,     0.000,     9.782,    49.958,    57.481,    78.194,    80.374,    98.861,   207.377,   197.430,   200.349,   264.988,     0.000, 70
  0.3048,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,    21.118,    11.454,    35.985,    31.477,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,   160.368,    70.074,     0.000,     0.000,     0.000,    47.901,    54.809,    78.194,    80.374,    86.828,   183.031,   157.547,   185.236,   264.988,     0.000, 71
  0.3048,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,    21.118,    11.454,    35.985,    31.477,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,   160.368,    57.372,     0.000,     0.000,     0.000,    45.012,    50.382,    70.684,    79.140,    81.902,   168.872,   145.765,   153.380,   264.988,     0.000, 72
  0.3048,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,    21.118,    11.454,    35.985,    31.477,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,   160.368,    40.327,     0.000,     0.000,     0.000,    39.556,    50.284,    55.884,    72.997,    46.552,   168.872,   128.935,   153.380,   264.988,     0.000, 73
  0.3048,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,    21.118,     9.249,    35.985,    31.477,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,   160.368,    26.395,     0.000,     0.000,     0.000,    39.556,    49.525,    34.838,    60.468,    12.722,   168.872,    98.502,   153.380,   264.988,     0.000, 74
  0.3048,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,    21.118,     9.249,    35.985,    31.477,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,   160.368,    10.581,     0.000,     0.000,     0.000,    24.731,    37.077,    19.641,    30.810,     0.000,   168.872,    92.121,   153.380,   264.988,     0.000, 75
  0.3048,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,    21.118,     0.000,    35.985,    31.225,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,   160.368,     0.000,     0.000,     0.000,     0.000,    19.927,    34.959,     0.000,    11.756,     0.000,   168.872,    90.657,   153.380,   264.988,     0.000, 76
  0.3048,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,    21.118,     0.000,    35.985,    25.845,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,   147.815,     0.000,     0.000,     0.000,     0.000,    19.927,    14.749,     0.000,     0.000,     0.000,   134.948,    90.657,   153.380,   264.988,     0.000, 77
  0.3048,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,    21.118,     0.000,    35.985,    22.896,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,   124.288,     0.000,     0.000,     0.000,     0.000,    19.927,     0.000,     0.000,     0.000,     0.000,     0.000,    90.657,   153.380,   264.988,     0.000, 78
  0.3048,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,    20.499,     0.000,    35.985,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,    89.084,     0.000,     0.000,     0.000,     0.000,    19.927,     0.000,     0.000,     0.000,     0.000,     0.000,    90.657,   153.380,   264.988,     0.000, 79
  0.3048,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,    35.985,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,    73.987,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,    90.657,   153.380,   264.988,     0.000, 80
  0.3048,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,    35.985,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,    70.934,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,    74.981,   153.380,   264.988,     0.000, 81
  0.3048,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,    35.985,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,    46.936,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,    31.172,   153.380,   264.988,     0.000, 82
  0.3048,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,    35.985,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,   153.380,   264.988,     0.000, 83
  0.3048,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,    35.985,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,   153.380,   264.988,     0.000, 84
  0.3048,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,    35.985,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000, 85
  0.3048,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000, 86
